country,date,sector,value20,value21,,country,date,sector,value20a,valuie21a,,,country,date,sector,value20b,value21b,,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d
WORLD,8/5/2020,Power,39.09,40.8156,,WORLD,8/5/2020,Industry,29.9646,30.6386,,,WORLD,8/5/2020,Domestic Aviation,0.722848,0.950162,,,WORLD,8/5/2020,International Aviation,0.630333,1.10391,,WORLD,8/5/2020,Residential,4.52371,4.5787
Brazil,8/6/2020,Power,0.150431,0.385191,,Brazil,8/6/2020,Industry,0.424131,0.41481,,,Brazil,8/6/2020,Domestic Aviation,0.0123052,0.0238485,,,Brazil,8/6/2020,International Aviation,0.00347105,0.00851942,,Brazil,8/6/2020,Residential,0.0984519,0.0984519
China,8/6/2020,Power,15.0413,16.0899,,China,8/6/2020,Industry,13.0486,12.9506,,,China,8/6/2020,Domestic Aviation,0.174285,0.109313,,,China,8/6/2020,International Aviation,0.0251759,0.0273352,,China,8/6/2020,Residential,1.3235,1.32463
EU27 & UK,8/6/2020,Power,2.38135,1.50559,,EU27 & UK,8/6/2020,Industry,1.40616,1.04646,,,EU27 & UK,8/6/2020,Domestic Aviation,0.0336147,0.0423122,,,EU27 & UK,8/6/2020,International Aviation,0.248544,0.438787,,EU27 & UK,8/6/2020,Residential,0.580522,0.70841
India,8/6/2020,Power,2.86724,3.57302,,India,8/6/2020,Industry,1.81761,2.04898,,,India,8/6/2020,Domestic Aviation,0.00653241,0.0137155,,,India,8/6/2020,International Aviation,0.0107446,0.013821,,India,8/6/2020,Residential,0.256948,0.260701
ROW,8/6/2020,Power,10.5514,9.78487,,ROW,8/6/2020,Industry,9.36168,9.59809,,,ROW,8/6/2020,Domestic Aviation,0.102767,0.118155,,,ROW,8/6/2020,International Aviation,0.231406,0.450216,,ROW,8/6/2020,Residential,1.3997,1.35459
Russia,8/6/2020,Power,1.77573,1.88896,,Russia,8/6/2020,Industry,0.834971,0.808266,,,Russia,8/6/2020,Domestic Aviation,0.0498735,0.0635289,,,Russia,8/6/2020,International Aviation,0.00985318,0.026154,,Russia,8/6/2020,Residential,0.103802,0.112783
United States,8/6/2020,Power,4.8751,4.99252,,United States,8/6/2020,Industry,2.47175,2.54316,,,United States,8/6/2020,Domestic Aviation,0.34618,0.456255,,,United States,8/6/2020,International Aviation,0.100857,0.16265,,United States,8/6/2020,Residential,0.614538,0.618035
WORLD,8/6/2020,Power,39.3342,39.7441,,WORLD,8/6/2020,Industry,29.9526,30.0759,,,WORLD,8/6/2020,Domestic Aviation,0.748324,0.853265,,,WORLD,8/6/2020,International Aviation,0.646111,1.15198,,WORLD,8/6/2020,Residential,4.49074,4.59086
Brazil,8/7/2020,Power,0.155359,0.384239,,Brazil,8/7/2020,Industry,0.438025,0.413785,,,Brazil,8/7/2020,Domestic Aviation,0.0135676,0.0202457,,,Brazil,8/7/2020,International Aviation,0.00415535,0.00831719,,Brazil,8/7/2020,Residential,0.0984519,0.0984519
China,8/7/2020,Power,14.8732,15.8559,,China,8/7/2020,Industry,12.9027,12.7623,,,China,8/7/2020,Domestic Aviation,0.181359,0.10776,,,China,8/7/2020,International Aviation,0.0238705,0.0269477,,China,8/7/2020,Residential,1.32579,1.32886
EU27 & UK,8/7/2020,Power,2.39721,1.29968,,EU27 & UK,8/7/2020,Industry,1.41552,0.903342,,,EU27 & UK,8/7/2020,Domestic Aviation,0.0374827,0.04543,,,EU27 & UK,8/7/2020,International Aviation,0.272961,0.433396,,EU27 & UK,8/7/2020,Residential,0.572669,0.746525
India,8/7/2020,Power,3.04981,3.4952,,India,8/7/2020,Industry,1.93334,2.00436,,,India,8/7/2020,Domestic Aviation,0.00689185,0.014232,,,India,8/7/2020,International Aviation,0.0114728,0.0144987,,India,8/7/2020,Residential,0.256358,0.262438
ROW,8/7/2020,Power,10.7022,9.20524,,ROW,8/7/2020,Industry,9.4965,9.2771,,,ROW,8/7/2020,Domestic Aviation,0.103861,0.123395,,,ROW,8/7/2020,International Aviation,0.248349,0.443538,,ROW,8/7/2020,Residential,1.49028,1.37566
Russia,8/7/2020,Power,1.8,1.87575,,Russia,8/7/2020,Industry,0.846388,0.802614,,,Russia,8/7/2020,Domestic Aviation,0.0550001,0.0654047,,,Russia,8/7/2020,International Aviation,0.00864535,0.0252451,,Russia,8/7/2020,Residential,0.103628,0.110536
United States,8/7/2020,Power,4.85219,5.1109,,United States,8/7/2020,Industry,2.43343,2.59207,,,United States,8/7/2020,Domestic Aviation,0.351944,0.462847,,,United States,8/7/2020,International Aviation,0.0979344,0.157444,,United States,8/7/2020,Residential,0.621695,0.622619
WORLD,8/7/2020,Power,39.4943,38.6247,,WORLD,8/7/2020,Industry,30.0441,29.3659,,,WORLD,8/7/2020,Domestic Aviation,0.775522,0.863679,,,WORLD,8/7/2020,International Aviation,0.683611,1.13141,,WORLD,8/7/2020,Residential,4.58237,4.65842
Brazil,8/8/2020,Power,0.151582,0.37213,,Brazil,8/8/2020,Industry,0.427374,0.400745,,,Brazil,8/8/2020,Domestic Aviation,0.00765469,0.0264467,,,Brazil,8/8/2020,International Aviation,0.00394962,0.00773487,,Brazil,8/8/2020,Residential,0.0984519,0.0984519
China,8/8/2020,Power,14.8087,16.041,,China,8/8/2020,Industry,12.8468,12.9113,,,China,8/8/2020,Domestic Aviation,0.178678,0.0931428,,,China,8/8/2020,International Aviation,0.0254855,0.0218522,,China,8/8/2020,Residential,1.32543,1.32972
EU27 & UK,8/8/2020,Power,2.07684,1.90132,,EU27 & UK,8/8/2020,Industry,1.22634,1.32152,,,EU27 & UK,8/8/2020,Domestic Aviation,0.0340686,0.0451944,,,EU27 & UK,8/8/2020,International Aviation,0.291938,0.389686,,EU27 & UK,8/8/2020,Residential,0.583249,0.713598
India,8/8/2020,Power,3.131,3.62051,,India,8/8/2020,Industry,1.98481,2.07622,,,India,8/8/2020,Domestic Aviation,0.00610951,0.0128528,,,India,8/8/2020,International Aviation,0.00969554,0.0130859,,India,8/8/2020,Residential,0.255773,0.262054
ROW,8/8/2020,Power,10.1127,9.69361,,ROW,8/8/2020,Industry,8.88889,9.49197,,,ROW,8/8/2020,Domestic Aviation,0.0868513,0.135021,,,ROW,8/8/2020,International Aviation,0.253882,0.40477,,ROW,8/8/2020,Residential,1.42457,1.43491
Russia,8/8/2020,Power,1.74169,1.9773,,Russia,8/8/2020,Industry,0.818968,0.846067,,,Russia,8/8/2020,Domestic Aviation,0.0535094,0.0647009,,,Russia,8/8/2020,International Aviation,0.0102571,0.0231658,,Russia,8/8/2020,Residential,0.10873,0.1103
United States,8/8/2020,Power,4.77937,5.73415,,United States,8/8/2020,Industry,2.4586,2.73596,,,United States,8/8/2020,Domestic Aviation,0.319758,0.468279,,,United States,8/8/2020,International Aviation,0.0990846,0.162583,,United States,8/8/2020,Residential,0.613623,0.622915
WORLD,8/8/2020,Power,38.2354,40.688,,WORLD,8/8/2020,Industry,29.1498,30.3723,,,WORLD,8/8/2020,Domestic Aviation,0.712441,0.869069,,,WORLD,8/8/2020,International Aviation,0.710083,1.04575,,WORLD,8/8/2020,Residential,4.52337,4.68611
Brazil,8/9/2020,Power,0.148032,0.385349,,Brazil,8/9/2020,Industry,0.417367,0.41498,,,Brazil,8/9/2020,Domestic Aviation,0.00692943,0.0256007,,,Brazil,8/9/2020,International Aviation,0.0042391,0.00827702,,Brazil,8/9/2020,Residential,0.0984519,0.0984519
China,8/9/2020,Power,14.7275,16.1079,,China,8/9/2020,Industry,12.7763,12.9651,,,China,8/9/2020,Domestic Aviation,0.182773,0.0929263,,,China,8/9/2020,International Aviation,0.0263339,0.0288055,,China,8/9/2020,Residential,1.32574,1.33181
EU27 & UK,8/9/2020,Power,1.84897,2.29874,,EU27 & UK,8/9/2020,Industry,1.09179,1.59774,,,EU27 & UK,8/9/2020,Domestic Aviation,0.0356064,0.0413972,,,EU27 & UK,8/9/2020,International Aviation,0.285232,0.367173,,EU27 & UK,8/9/2020,Residential,0.588605,0.66185
India,8/9/2020,Power,3.04608,3.68094,,India,8/9/2020,Industry,1.93098,2.11088,,,India,8/9/2020,Domestic Aviation,0.00728143,0.0127669,,,India,8/9/2020,International Aviation,0.011472,0.0134902,,India,8/9/2020,Residential,0.258463,0.26038
ROW,8/9/2020,Power,9.46013,9.81908,,ROW,8/9/2020,Industry,8.59511,9.58088,,,ROW,8/9/2020,Domestic Aviation,0.090899,0.133872,,,ROW,8/9/2020,International Aviation,0.237564,0.41057,,ROW,8/9/2020,Residential,1.39662,1.49289
Russia,8/9/2020,Power,1.64872,1.99231,,Russia,8/9/2020,Industry,0.775253,0.85249,,,Russia,8/9/2020,Domestic Aviation,0.0550518,0.0628514,,,Russia,8/9/2020,International Aviation,0.00895151,0.023071,,Russia,8/9/2020,Residential,0.119437,0.113495
United States,8/9/2020,Power,4.96081,5.94399,,United States,8/9/2020,Industry,2.5013,2.72943,,,United States,8/9/2020,Domestic Aviation,0.307444,0.481829,,,United States,8/9/2020,International Aviation,0.094995,0.152785,,United States,8/9/2020,Residential,0.613225,0.615779
WORLD,8/9/2020,Power,37.2001,41.599,,WORLD,8/9/2020,Industry,28.5606,30.85,,,WORLD,8/9/2020,Domestic Aviation,0.709768,0.873767,,,WORLD,8/9/2020,International Aviation,0.681999,1.027,,WORLD,8/9/2020,Residential,4.51392,4.69262
Brazil,8/10/2020,Power,0.149987,0.416982,,Brazil,8/10/2020,Industry,0.422878,0.449046,,,Brazil,8/10/2020,Domestic Aviation,0.0133372,0.0266258,,,Brazil,8/10/2020,International Aviation,0.00317022,0.00743662,,Brazil,8/10/2020,Residential,0.0984519,0.0984519
China,8/10/2020,Power,14.7975,15.7813,,China,8/10/2020,Industry,12.8371,12.7023,,,China,8/10/2020,Domestic Aviation,0.178129,0.0945964,,,China,8/10/2020,International Aviation,0.0216458,0.0267331,,China,8/10/2020,Residential,1.32688,1.33181
EU27 & UK,8/10/2020,Power,2.47617,2.37375,,EU27 & UK,8/10/2020,Industry,1.46214,1.64988,,,EU27 & UK,8/10/2020,Domestic Aviation,0.0341528,0.0428575,,,EU27 & UK,8/10/2020,International Aviation,0.253938,0.37419,,EU27 & UK,8/10/2020,Residential,0.580371,0.633026
India,8/10/2020,Power,3.00102,3.71784,,India,8/10/2020,Industry,1.90241,2.13203,,,India,8/10/2020,Domestic Aviation,0.0070349,0.0129408,,,India,8/10/2020,International Aviation,0.00945234,0.0153683,,India,8/10/2020,Residential,0.257654,0.259806
ROW,8/10/2020,Power,9.92172,9.83843,,ROW,8/10/2020,Industry,8.9161,9.85169,,,ROW,8/10/2020,Domestic Aviation,0.101359,0.137615,,,ROW,8/10/2020,International Aviation,0.221009,0.423923,,ROW,8/10/2020,Residential,1.39797,1.46574
Russia,8/10/2020,Power,1.75199,1.94996,,Russia,8/10/2020,Industry,0.82381,0.834367,,,Russia,8/10/2020,Domestic Aviation,0.0528852,0.065392,,,Russia,8/10/2020,International Aviation,0.0137356,0.0240564,,Russia,8/10/2020,Residential,0.127088,0.116526
United States,8/10/2020,Power,5.63812,5.95803,,United States,8/10/2020,Industry,2.65296,2.72586,,,United States,8/10/2020,Domestic Aviation,0.30295,0.482818,,,United States,8/10/2020,International Aviation,0.102502,0.155261,,United States,8/10/2020,Residential,0.609682,0.612678
WORLD,8/10/2020,Power,39.2243,41.335,,WORLD,8/10/2020,Industry,29.5342,30.9122,,,WORLD,8/10/2020,Domestic Aviation,0.714928,0.886022,,,WORLD,8/10/2020,International Aviation,0.638824,1.04914,,WORLD,8/10/2020,Residential,4.51136,4.63459
Brazil,8/11/2020,Power,0.150053,0.378018,,Brazil,8/11/2020,Industry,0.423063,0.407086,,,Brazil,8/11/2020,Domestic Aviation,0.0114753,0.0265461,,,Brazil,8/11/2020,International Aviation,0.00363424,0.00769561,,Brazil,8/11/2020,Residential,0.0984519,0.0984519
China,8/11/2020,Power,14.9657,15.4599,,China,8/11/2020,Industry,12.983,12.4435,,,China,8/11/2020,Domestic Aviation,0.170358,0.0882505,,,China,8/11/2020,International Aviation,0.0236513,0.0262383,,China,8/11/2020,Residential,1.32791,1.33436
EU27 & UK,8/11/2020,Power,2.59954,2.33379,,EU27 & UK,8/11/2020,Industry,1.53499,1.6221,,,EU27 & UK,8/11/2020,Domestic Aviation,0.0302253,0.0455902,,,EU27 & UK,8/11/2020,International Aviation,0.231356,0.38142,,EU27 & UK,8/11/2020,Residential,0.576855,0.607144
India,8/11/2020,Power,2.95595,3.79418,,India,8/11/2020,Industry,1.87384,2.17581,,,India,8/11/2020,Domestic Aviation,0.00658856,0.0121842,,,India,8/11/2020,International Aviation,0.00898542,0.0158031,,India,8/11/2020,Residential,0.256682,0.259326
ROW,8/11/2020,Power,10.2745,10.1239,,ROW,8/11/2020,Industry,9.19137,9.78557,,,ROW,8/11/2020,Domestic Aviation,0.100002,0.138334,,,ROW,8/11/2020,International Aviation,0.216262,0.435625,,ROW,8/11/2020,Residential,1.45919,1.45877
Russia,8/11/2020,Power,1.743,1.94563,,Russia,8/11/2020,Industry,0.819585,0.832515,,,Russia,8/11/2020,Domestic Aviation,0.0530264,0.062992,,,Russia,8/11/2020,International Aviation,0.0123929,0.0243153,,Russia,8/11/2020,Residential,0.146344,0.11429
United States,8/11/2020,Power,5.64368,6.0721,,United States,8/11/2020,Industry,2.66063,2.75819,,,United States,8/11/2020,Domestic Aviation,0.324942,0.508141,,,United States,8/11/2020,International Aviation,0.0879212,0.156971,,United States,8/11/2020,Residential,0.61227,0.613453
WORLD,8/11/2020,Power,39.9741,41.3063,,WORLD,8/11/2020,Industry,30.0568,30.5482,,,WORLD,8/11/2020,Domestic Aviation,0.721103,0.906185,,,WORLD,8/11/2020,International Aviation,0.598714,1.06997,,WORLD,8/11/2020,Residential,4.59097,4.60181
Brazil,8/12/2020,Power,0.150722,0.40714,,Brazil,8/12/2020,Industry,0.424949,0.438447,,,Brazil,8/12/2020,Domestic Aviation,0.0117715,0.0282009,,,Brazil,8/12/2020,International Aviation,0.0046466,0.00721822,,Brazil,8/12/2020,Residential,0.0984519,0.0984519
China,8/12/2020,Power,15.2067,15.5087,,China,8/12/2020,Industry,13.1921,12.4829,,,China,8/12/2020,Domestic Aviation,0.172192,0.0982858,,,China,8/12/2020,International Aviation,0.0257679,0.026778,,China,8/12/2020,Residential,1.3342,1.33082
EU27 & UK,8/12/2020,Power,2.62017,2.17785,,EU27 & UK,8/12/2020,Industry,1.54717,1.51371,,,EU27 & UK,8/12/2020,Domestic Aviation,0.030983,0.0489988,,,EU27 & UK,8/12/2020,International Aviation,0.239594,0.404097,,EU27 & UK,8/12/2020,Residential,0.577095,0.602367
India,8/12/2020,Power,2.77652,3.82864,,India,8/12/2020,Industry,1.7601,2.19557,,,India,8/12/2020,Domestic Aviation,0.00711403,0.0133815,,,India,8/12/2020,International Aviation,0.0116849,0.0159538,,India,8/12/2020,Residential,0.256359,0.260181
ROW,8/12/2020,Power,10.3529,10.0282,,ROW,8/12/2020,Industry,9.13111,9.79633,,,ROW,8/12/2020,Domestic Aviation,0.102507,0.139416,,,ROW,8/12/2020,International Aviation,0.232086,0.446826,,ROW,8/12/2020,Residential,1.465,1.52927
Russia,8/12/2020,Power,1.73796,1.88419,,Russia,8/12/2020,Industry,0.817212,0.806223,,,Russia,8/12/2020,Domestic Aviation,0.0519964,0.0668073,,,Russia,8/12/2020,International Aviation,0.0122121,0.025137,,Russia,8/12/2020,Residential,0.162607,0.116668
United States,8/12/2020,Power,5.58258,6.13761,,United States,8/12/2020,Industry,2.63635,2.79198,,,United States,8/12/2020,Domestic Aviation,0.328216,0.511448,,,United States,8/12/2020,International Aviation,0.0850147,0.157229,,United States,8/12/2020,Residential,0.618407,0.616775
WORLD,8/12/2020,Power,39.991,41.0127,,WORLD,8/12/2020,Industry,30.0521,30.4794,,,WORLD,8/12/2020,Domestic Aviation,0.729365,0.930624,,,WORLD,8/12/2020,International Aviation,0.625759,1.10498,,WORLD,8/12/2020,Residential,4.62538,4.6722
Brazil,8/13/2020,Power,0.146783,0.383113,,Brazil,8/13/2020,Industry,0.413846,0.412573,,,Brazil,8/13/2020,Domestic Aviation,0.0119858,0.0248244,,,Brazil,8/13/2020,International Aviation,0.00333775,0.00814278,,Brazil,8/13/2020,Residential,0.0984519,0.0984519
China,8/13/2020,Power,14.9909,14.6987,,China,8/13/2020,Industry,13.0049,11.8309,,,China,8/13/2020,Domestic Aviation,0.170876,0.093463,,,China,8/13/2020,International Aviation,0.0238732,0.0243666,,China,8/13/2020,Residential,1.32758,1.33121
EU27 & UK,8/13/2020,Power,2.66592,1.78479,,EU27 & UK,8/13/2020,Industry,1.57419,1.24052,,,EU27 & UK,8/13/2020,Domestic Aviation,0.0331084,0.0434859,,,EU27 & UK,8/13/2020,International Aviation,0.248122,0.442436,,EU27 & UK,8/13/2020,Residential,0.58067,0.600773
India,8/13/2020,Power,2.68754,3.76012,,India,8/13/2020,Industry,1.70369,2.15628,,,India,8/13/2020,Domestic Aviation,0.00662513,0.0131935,,,India,8/13/2020,International Aviation,0.0114769,0.0166557,,India,8/13/2020,Residential,0.25703,0.265119
ROW,8/13/2020,Power,10.1388,9.80101,,ROW,8/13/2020,Industry,9.11307,9.70914,,,ROW,8/13/2020,Domestic Aviation,0.103695,0.120678,,,ROW,8/13/2020,International Aviation,0.23546,0.452364,,ROW,8/13/2020,Residential,1.4476,1.50899
Russia,8/13/2020,Power,1.71473,1.79061,,Russia,8/13/2020,Industry,0.80629,0.766184,,,Russia,8/13/2020,Domestic Aviation,0.0511199,0.065759,,,Russia,8/13/2020,International Aviation,0.0106944,0.0284234,,Russia,8/13/2020,Residential,0.187131,0.111372
United States,8/13/2020,Power,5.60807,5.58335,,United States,8/13/2020,Industry,2.66546,2.6907,,,United States,8/13/2020,Domestic Aviation,0.349015,0.454686,,,United States,8/13/2020,International Aviation,0.0984175,0.158019,,United States,8/13/2020,Residential,0.623109,0.614178
WORLD,8/13/2020,Power,39.4472,38.8178,,WORLD,8/13/2020,Industry,29.8006,29.25,,,WORLD,8/13/2020,Domestic Aviation,0.750666,0.84197,,,WORLD,8/13/2020,International Aviation,0.645628,1.15047,,WORLD,8/13/2020,Residential,4.63494,4.64847
Brazil,8/14/2020,Power,0.1442,0.377694,,Brazil,8/14/2020,Industry,0.406563,0.406737,,,Brazil,8/14/2020,Domestic Aviation,0.0140618,0.0206174,,,Brazil,8/14/2020,International Aviation,0.00499071,0.00888183,,Brazil,8/14/2020,Residential,0.0984519,0.0984519
China,8/14/2020,Power,15.1675,14.1201,,China,8/14/2020,Industry,13.158,11.3652,,,China,8/14/2020,Domestic Aviation,0.179987,0.10771,,,China,8/14/2020,International Aviation,0.0246656,0.0267123,,China,8/14/2020,Residential,1.33519,1.3285
EU27 & UK,8/14/2020,Power,2.61504,1.68336,,EU27 & UK,8/14/2020,Industry,1.54415,1.17002,,,EU27 & UK,8/14/2020,Domestic Aviation,0.0357935,0.0462578,,,EU27 & UK,8/14/2020,International Aviation,0.271351,0.428701,,EU27 & UK,8/14/2020,Residential,0.584603,0.609134
India,8/14/2020,Power,2.68754,3.58578,,India,8/14/2020,Industry,1.70369,2.0563,,,India,8/14/2020,Domestic Aviation,0.00749249,0.0128296,,,India,8/14/2020,International Aviation,0.0111505,0.0168629,,India,8/14/2020,Residential,0.256717,0.280706
ROW,8/14/2020,Power,10.3906,9.29984,,ROW,8/14/2020,Industry,9.19816,9.0851,,,ROW,8/14/2020,Domestic Aviation,0.106491,0.124732,,,ROW,8/14/2020,International Aviation,0.250665,0.451756,,ROW,8/14/2020,Residential,1.43428,1.47658
Russia,8/14/2020,Power,1.68891,1.75062,,Russia,8/14/2020,Industry,0.794151,0.749073,,,Russia,8/14/2020,Domestic Aviation,0.0554266,0.0668367,,,Russia,8/14/2020,International Aviation,0.0128461,0.026256,,Russia,8/14/2020,Residential,0.194732,0.108513
United States,8/14/2020,Power,5.6667,5.04768,,United States,8/14/2020,Industry,2.69677,2.58004,,,United States,8/14/2020,Domestic Aviation,0.355995,0.456098,,,United States,8/14/2020,International Aviation,0.09597,0.155378,,United States,8/14/2020,Residential,0.610552,0.616413
WORLD,8/14/2020,Power,39.8219,37.1204,,WORLD,8/14/2020,Industry,30.0092,27.9606,,,WORLD,8/14/2020,Domestic Aviation,0.779102,0.861535,,,WORLD,8/14/2020,International Aviation,0.686121,1.13416,,WORLD,8/14/2020,Residential,4.62839,4.63505
Brazil,8/15/2020,Power,0.133473,0.38026,,Brazil,8/15/2020,Industry,0.376317,0.4095,,,Brazil,8/15/2020,Domestic Aviation,0.00896562,0.0265669,,,Brazil,8/15/2020,International Aviation,0.00417576,0.00850875,,Brazil,8/15/2020,Residential,0.0984519,0.0984519
China,8/15/2020,Power,15.0105,14.3027,,China,8/15/2020,Industry,13.0219,11.5121,,,China,8/15/2020,Domestic Aviation,0.175176,0.100605,,,China,8/15/2020,International Aviation,0.0250341,0.0220206,,China,8/15/2020,Residential,1.33164,1.32757
EU27 & UK,8/15/2020,Power,2.08133,1.85107,,EU27 & UK,8/15/2020,Industry,1.229,1.28658,,,EU27 & UK,8/15/2020,Domestic Aviation,0.0329301,0.0453229,,,EU27 & UK,8/15/2020,International Aviation,0.288929,0.393716,,EU27 & UK,8/15/2020,Residential,0.592435,0.749281
India,8/15/2020,Power,2.65238,3.84677,,India,8/15/2020,Industry,1.6814,2.20597,,,India,8/15/2020,Domestic Aviation,0.00662242,0.0132414,,,India,8/15/2020,International Aviation,0.0111909,0.0140874,,India,8/15/2020,Residential,0.256833,0.268682
ROW,8/15/2020,Power,9.83294,9.73284,,ROW,8/15/2020,Industry,9.07708,9.63366,,,ROW,8/15/2020,Domestic Aviation,0.0874567,0.134479,,,ROW,8/15/2020,International Aviation,0.259826,0.412686,,ROW,8/15/2020,Residential,1.41452,1.38695
Russia,8/15/2020,Power,1.64031,1.88125,,Russia,8/15/2020,Industry,0.771297,0.804966,,,Russia,8/15/2020,Domestic Aviation,0.0553759,0.0640739,,,Russia,8/15/2020,International Aviation,0.0136919,0.0228223,,Russia,8/15/2020,Residential,0.184741,0.106646
United States,8/15/2020,Power,5.41333,5.43198,,United States,8/15/2020,Industry,2.6562,2.68015,,,United States,8/15/2020,Domestic Aviation,0.317704,0.471849,,,United States,8/15/2020,International Aviation,0.0982161,0.161401,,United States,8/15/2020,Residential,0.604433,0.617535
WORLD,8/15/2020,Power,38.2312,38.5823,,WORLD,8/15/2020,Industry,29.3228,29.0375,,,WORLD,8/15/2020,Domestic Aviation,0.708783,0.880281,,,WORLD,8/15/2020,International Aviation,0.716091,1.05189,,WORLD,8/15/2020,Residential,4.59644,4.67057
Brazil,8/16/2020,Power,0.129912,0.375653,,Brazil,8/16/2020,Industry,0.366277,0.404539,,,Brazil,8/16/2020,Domestic Aviation,0.00915688,0.0260063,,,Brazil,8/16/2020,International Aviation,0.00344057,0.00747404,,Brazil,8/16/2020,Residential,0.0984519,0.0984519
China,8/16/2020,Power,15.0638,14.5444,,China,8/16/2020,Industry,13.0681,11.7067,,,China,8/16/2020,Domestic Aviation,0.173127,0.0949259,,,China,8/16/2020,International Aviation,0.0247665,0.0260715,,China,8/16/2020,Residential,1.33793,1.32852
EU27 & UK,8/16/2020,Power,1.93464,1.78852,,EU27 & UK,8/16/2020,Industry,1.14238,1.24311,,,EU27 & UK,8/16/2020,Domestic Aviation,0.036091,0.041791,,,EU27 & UK,8/16/2020,International Aviation,0.289968,0.366941,,EU27 & UK,8/16/2020,Residential,0.598875,0.932669
India,8/16/2020,Power,2.61722,3.9525,,India,8/16/2020,Industry,1.65911,2.2666,,,India,8/16/2020,Domestic Aviation,0.00724101,0.011886,,,India,8/16/2020,International Aviation,0.010505,0.0136131,,India,8/16/2020,Residential,0.256159,0.263394
ROW,8/16/2020,Power,9.61995,10.1039,,ROW,8/16/2020,Industry,8.71689,9.7105,,,ROW,8/16/2020,Domestic Aviation,0.0908253,0.134456,,,ROW,8/16/2020,International Aviation,0.245431,0.416404,,ROW,8/16/2020,Residential,1.46737,1.3653
Russia,8/16/2020,Power,1.5978,1.92658,,Russia,8/16/2020,Industry,0.75131,0.824365,,,Russia,8/16/2020,Domestic Aviation,0.0552645,0.0638564,,,Russia,8/16/2020,International Aviation,0.0126028,0.0236503,,Russia,8/16/2020,Residential,0.156782,0.104619
United States,8/16/2020,Power,5.11597,5.51086,,United States,8/16/2020,Industry,2.57677,2.71838,,,United States,8/16/2020,Domestic Aviation,0.30836,0.470279,,,United States,8/16/2020,International Aviation,0.0946791,0.150432,,United States,8/16/2020,Residential,0.602544,0.621363
WORLD,8/16/2020,Power,37.5793,39.5112,,WORLD,8/16/2020,Industry,28.8019,29.4456,,,WORLD,8/16/2020,Domestic Aviation,0.705635,0.864374,,,WORLD,8/16/2020,International Aviation,0.694879,1.02498,,WORLD,8/16/2020,Residential,4.63138,4.82833
Brazil,8/17/2020,Power,0.141936,0.406531,,Brazil,8/17/2020,Industry,0.400179,0.437791,,,Brazil,8/17/2020,Domestic Aviation,0.0140941,0.0265981,,,Brazil,8/17/2020,International Aviation,0.00381482,0.0068566,,Brazil,8/17/2020,Residential,0.0984519,0.0984519
China,8/17/2020,Power,14.6406,14.6036,,China,8/17/2020,Industry,12.7009,11.7543,,,China,8/17/2020,Domestic Aviation,0.178526,0.0980818,,,China,8/17/2020,International Aviation,0.020823,0.0265148,,China,8/17/2020,Residential,1.35786,1.32987
EU27 & UK,8/17/2020,Power,2.5486,1.92016,,EU27 & UK,8/17/2020,Industry,1.50491,1.33461,,,EU27 & UK,8/17/2020,Domestic Aviation,0.0348292,0.0425193,,,EU27 & UK,8/17/2020,International Aviation,0.256045,0.375814,,EU27 & UK,8/17/2020,Residential,0.60385,0.825146
India,8/17/2020,Power,2.75388,3.815,,India,8/17/2020,Industry,1.74575,2.18775,,,India,8/17/2020,Domestic Aviation,0.00744407,0.0127519,,,India,8/17/2020,International Aviation,0.0088254,0.0167374,,India,8/17/2020,Residential,0.256107,0.262118
ROW,8/17/2020,Power,10.1362,10.2707,,ROW,8/17/2020,Industry,9.31791,9.93048,,,ROW,8/17/2020,Domestic Aviation,0.103044,0.134419,,,ROW,8/17/2020,International Aviation,0.220341,0.427525,,ROW,8/17/2020,Residential,1.44852,1.35639
Russia,8/17/2020,Power,1.70714,1.94013,,Russia,8/17/2020,Industry,0.802723,0.830162,,,Russia,8/17/2020,Domestic Aviation,0.0551279,0.0648302,,,Russia,8/17/2020,International Aviation,0.0116663,0.0251247,,Russia,8/17/2020,Residential,0.159778,0.108367
United States,8/17/2020,Power,5.39373,5.6183,,United States,8/17/2020,Industry,2.63277,2.72509,,,United States,8/17/2020,Domestic Aviation,0.309301,0.466987,,,United States,8/17/2020,International Aviation,0.0999092,0.150394,,United States,8/17/2020,Residential,0.603877,0.632752
WORLD,8/17/2020,Power,39.1372,39.9606,,WORLD,8/17/2020,Industry,29.7358,29.8054,,,WORLD,8/17/2020,Domestic Aviation,0.726181,0.866368,,,WORLD,8/17/2020,International Aviation,0.632998,1.05184,,WORLD,8/17/2020,Residential,4.64171,4.72708
Brazil,8/18/2020,Power,0.155577,0.155465,,Brazil,8/18/2020,Industry,0.438638,0.167419,,,Brazil,8/18/2020,Domestic Aviation,0.0129949,0.0267924,,,Brazil,8/18/2020,International Aviation,0.00345805,0.00815642,,Brazil,8/18/2020,Residential,0.0984519,0.0984519
China,8/18/2020,Power,14.8059,14.4261,,China,8/18/2020,Industry,12.8444,11.6115,,,China,8/18/2020,Domestic Aviation,0.175324,0.0954966,,,China,8/18/2020,International Aviation,0.0213867,0.0277697,,China,8/18/2020,Residential,1.36171,1.33123
