country,date,sector,value20,value21,,country,date,sector,value20a,value21a,,country,date,sector,value20b,value21b,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d,,country,date,sector,value20e,value21e
Brazil,10/17/2020,Power,0.261742,0.258848,,Brazil,10/17/2020,Industry,0.360141,0.369193,,Brazil,10/17/2020,Domestic Aviation,0.0180134,0.0285413,,Brazil,10/17/2020,International Aviation,0.00539458,0.0087231,,Brazil,10/17/2020,Ground Transport,0.406238,0.484533,,Brazil,10/17/2020,Residential,0.0984519,0.0984519
China,10/17/2020,Power,11.494,11.6755,,China,10/17/2020,Industry,13.1241,10.5274,,China,10/17/2020,Domestic Aviation,0.184567,0.176795,,China,10/17/2020,International Aviation,0.0294924,0.0296785,,China,10/17/2020,Ground Transport,2.39027,2.55212,,China,10/17/2020,Residential,2.01349,2.14035
India,10/17/2020,Power,3.22663,3.01375,,India,10/17/2020,Industry,1.99386,1.90839,,India,10/17/2020,Domestic Aviation,0.0122854,0.016608,,India,10/17/2020,International Aviation,0.0129681,0.0174451,,India,10/17/2020,Ground Transport,0.794632,0.835933,,India,10/17/2020,Residential,0.296404,0.317125
Russia,10/17/2020,Power,1.82696,2.1862,,Russia,10/17/2020,Industry,0.832112,0.89201,,Russia,10/17/2020,Domestic Aviation,0.0418457,0.0510173,,Russia,10/17/2020,International Aviation,0.0127947,0.0246612,,Russia,10/17/2020,Ground Transport,0.621916,0.679104,,Russia,10/17/2020,Residential,0.45198,0.455024
Brazil,10/18/2020,Power,0.258801,0.243682,,Brazil,10/18/2020,Industry,0.356094,0.347562,,Brazil,10/18/2020,Domestic Aviation,0.0138674,0.0287324,,Brazil,10/18/2020,International Aviation,0.0056919,0.00856713,,Brazil,10/18/2020,Ground Transport,0.191592,0.497265,,Brazil,10/18/2020,Residential,0.0984519,0.0984519
China,10/18/2020,Power,11.2663,11.7115,,China,10/18/2020,Industry,12.8642,10.5599,,China,10/18/2020,Domestic Aviation,0.185798,0.166584,,China,10/18/2020,International Aviation,0.0308781,0.0311559,,China,10/18/2020,Ground Transport,2.27769,2.5282,,China,10/18/2020,Residential,2.02222,2.27889
India,10/18/2020,Power,3.22663,3.16134,,India,10/18/2020,Industry,1.99386,2.00185,,India,10/18/2020,Domestic Aviation,0.0120495,0.0150635,,India,10/18/2020,International Aviation,0.0140002,0.0176436,,India,10/18/2020,Ground Transport,0.735819,0.802416,,India,10/18/2020,Residential,0.299479,0.311076
Russia,10/18/2020,Power,1.79071,2.19631,,Russia,10/18/2020,Industry,0.8156,0.896137,,Russia,10/18/2020,Domestic Aviation,0.0427007,0.0456948,,Russia,10/18/2020,International Aviation,0.0120865,0.0257882,,Russia,10/18/2020,Ground Transport,0.50489,0.680335,,Russia,10/18/2020,Residential,0.45377,0.512887
Brazil,10/19/2020,Power,0.297553,0.254694,,Brazil,10/19/2020,Industry,0.409415,0.363269,,Brazil,10/19/2020,Domestic Aviation,0.0217474,0.028702,,Brazil,10/19/2020,International Aviation,0.00574439,0.00776485,,Brazil,10/19/2020,Ground Transport,0.428761,0.496014,,Brazil,10/19/2020,Residential,0.0984519,0.0984519
China,10/19/2020,Power,11.387,12.1824,,China,10/19/2020,Industry,13.002,10.9845,,China,10/19/2020,Domestic Aviation,0.183894,0.164568,,China,10/19/2020,International Aviation,0.0269103,0.0326017,,China,10/19/2020,Ground Transport,2.50471,2.53015,,China,10/19/2020,Residential,1.91743,2.42323
India,10/19/2020,Power,3.29793,3.28161,,India,10/19/2020,Industry,2.03792,2.07801,,India,10/19/2020,Domestic Aviation,0.0129793,0.0166377,,India,10/19/2020,International Aviation,0.0119902,0.0209777,,India,10/19/2020,Ground Transport,0.81827,0.827996,,India,10/19/2020,Residential,0.300839,0.307055
Russia,10/19/2020,Power,1.86834,2.20285,,Russia,10/19/2020,Industry,0.850958,0.898803,,Russia,10/19/2020,Domestic Aviation,0.0407499,0.0483078,,Russia,10/19/2020,International Aviation,0.0108902,0.0274683,,Russia,10/19/2020,Ground Transport,0.673602,0.678358,,Russia,10/19/2020,Residential,0.463496,0.549368
Brazil,10/20/2020,Power,0.314883,0.254307,,Brazil,10/20/2020,Industry,0.43326,0.362717,,Brazil,10/20/2020,Domestic Aviation,0.0206818,0.0291049,,Brazil,10/20/2020,International Aviation,0.00496523,0.00892871,,Brazil,10/20/2020,Ground Transport,0.471169,0.495774,,Brazil,10/20/2020,Residential,0.0984519,0.0984519
China,10/20/2020,Power,11.4117,12.3651,,China,10/20/2020,Industry,13.0302,11.1492,,China,10/20/2020,Domestic Aviation,0.182272,0.16492,,China,10/20/2020,International Aviation,0.0268757,0.0320512,,China,10/20/2020,Ground Transport,2.4793,2.59196,,China,10/20/2020,Residential,1.79985,2.35361
India,10/20/2020,Power,3.30786,3.24397,,India,10/20/2020,Industry,2.04406,2.05417,,India,10/20/2020,Domestic Aviation,0.0120041,0.0157642,,India,10/20/2020,International Aviation,0.0111562,0.019836,,India,10/20/2020,Ground Transport,0.81648,0.834739,,India,10/20/2020,Residential,0.305525,0.304306
Russia,10/20/2020,Power,1.88153,2.24084,,Russia,10/20/2020,Industry,0.856966,0.914305,,Russia,10/20/2020,Domestic Aviation,0.0379799,0.0492004,,Russia,10/20/2020,International Aviation,0.0120249,0.025377,,Russia,10/20/2020,Ground Transport,0.683448,0.67972,,Russia,10/20/2020,Residential,0.505162,0.434765
Brazil,10/21/2020,Power,0.314441,0.255093,,Brazil,10/21/2020,Industry,0.432652,0.363839,,Brazil,10/21/2020,Domestic Aviation,0.019936,0.0302362,,Brazil,10/21/2020,International Aviation,0.0058339,0.00921318,,Brazil,10/21/2020,Ground Transport,0.472039,0.49876,,Brazil,10/21/2020,Residential,0.0984519,0.0984519
China,10/21/2020,Power,11.494,12.2081,,China,10/21/2020,Industry,13.1241,11.0077,,China,10/21/2020,Domestic Aviation,0.181373,0.170154,,China,10/21/2020,International Aviation,0.0327562,0.0324407,,China,10/21/2020,Ground Transport,2.48272,2.59597,,China,10/21/2020,Residential,2.03685,2.3021
India,10/21/2020,Power,3.3178,3.25707,,India,10/21/2020,Industry,2.05019,2.06247,,India,10/21/2020,Domestic Aviation,0.0130502,0.0163062,,India,10/21/2020,International Aviation,0.0135347,0.0213991,,India,10/21/2020,Ground Transport,0.817308,0.836384,,India,10/21/2020,Residential,0.314903,0.31383
Russia,10/21/2020,Power,1.9121,2.2005,,Russia,10/21/2020,Industry,0.87089,0.897843,,Russia,10/21/2020,Domestic Aviation,0.0381409,0.0523828,,Russia,10/21/2020,International Aviation,0.0127571,0.028747,,Russia,10/21/2020,Ground Transport,0.677976,0.681765,,Russia,10/21/2020,Residential,0.5376,0.393551
Brazil,10/22/2020,Power,0.325717,0.271661,,Brazil,10/22/2020,Industry,0.448167,0.387469,,Brazil,10/22/2020,Domestic Aviation,0.0203767,0.0275626,,Brazil,10/22/2020,International Aviation,0.00550293,0.00861362,,Brazil,10/22/2020,Ground Transport,0.473943,0.462129,,Brazil,10/22/2020,Residential,0.0984519,0.0984519
China,10/22/2020,Power,11.5735,12.1541,,China,10/22/2020,Industry,13.2149,10.959,,China,10/22/2020,Domestic Aviation,0.181084,0.156548,,China,10/22/2020,International Aviation,0.0327253,0.0315544,,China,10/22/2020,Ground Transport,2.48933,2.56836,,China,10/22/2020,Residential,2.1345,2.15777
India,10/22/2020,Power,3.28476,3.22269,,India,10/22/2020,Industry,2.02978,2.04069,,India,10/22/2020,Domestic Aviation,0.0123603,0.0165735,,India,10/22/2020,International Aviation,0.0140293,0.021181,,India,10/22/2020,Ground Transport,0.811773,0.825141,,India,10/22/2020,Residential,0.321386,0.347274
Russia,10/22/2020,Power,1.93089,2.18358,,Russia,10/22/2020,Industry,0.87945,0.89094,,Russia,10/22/2020,Domestic Aviation,0.0392665,0.0522441,,Russia,10/22/2020,International Aviation,0.0112115,0.031172,,Russia,10/22/2020,Ground Transport,0.683113,0.609884,,Russia,10/22/2020,Residential,0.509223,0.429307
Brazil,10/23/2020,Power,0.355546,0.277342,,Brazil,10/23/2020,Industry,0.489209,0.395571,,Brazil,10/23/2020,Domestic Aviation,0.021464,0.0236786,,Brazil,10/23/2020,International Aviation,0.00536593,0.00883091,,Brazil,10/23/2020,Ground Transport,0.477787,0.360466,,Brazil,10/23/2020,Residential,0.0984519,0.0984519
China,10/23/2020,Power,11.5625,12.149,,China,10/23/2020,Industry,13.2024,10.9543,,China,10/23/2020,Domestic Aviation,0.185103,0.159627,,China,10/23/2020,International Aviation,0.0313647,0.0327737,,China,10/23/2020,Ground Transport,2.5467,2.56733,,China,10/23/2020,Residential,2.20766,2.06765
India,10/23/2020,Power,3.1517,3.07952,,India,10/23/2020,Industry,1.94756,1.95004,,India,10/23/2020,Domestic Aviation,0.0132706,0.016381,,India,10/23/2020,International Aviation,0.0156968,0.0217682,,India,10/23/2020,Ground Transport,0.814625,0.620244,,India,10/23/2020,Residential,0.324558,0.366164
Russia,10/23/2020,Power,1.92807,2.18981,,Russia,10/23/2020,Industry,0.878165,0.893484,,Russia,10/23/2020,Domestic Aviation,0.0427573,0.0514279,,Russia,10/23/2020,International Aviation,0.0132358,0.0287655,,Russia,10/23/2020,Ground Transport,0.682431,0.502795,,Russia,10/23/2020,Residential,0.44693,0.495913
Brazil,10/24/2020,Power,0.364835,0.269499,,Brazil,10/24/2020,Industry,0.50199,0.384386,,Brazil,10/24/2020,Domestic Aviation,0.016885,0.0289553,,Brazil,10/24/2020,International Aviation,0.00616829,0.00902062,,Brazil,10/24/2020,Ground Transport,0.411088,0.488031,,Brazil,10/24/2020,Residential,0.0984519,0.0984519
China,10/24/2020,Power,11.4775,12.0537,,China,10/24/2020,Industry,13.1053,10.8685,,China,10/24/2020,Domestic Aviation,0.170577,0.151861,,China,10/24/2020,International Aviation,0.0313966,0.0293664,,China,10/24/2020,Ground Transport,2.4123,2.57649,,China,10/24/2020,Residential,2.0159,1.93435
India,10/24/2020,Power,3.1517,3.22095,,India,10/24/2020,Industry,1.94756,2.0396,,India,10/24/2020,Domestic Aviation,0.0117786,0.0161961,,India,10/24/2020,International Aviation,0.0132157,0.0182946,,India,10/24/2020,Ground Transport,0.793958,0.829386,,India,10/24/2020,Residential,0.324459,0.360684
Russia,10/24/2020,Power,1.92707,2.24636,,Russia,10/24/2020,Industry,0.87771,0.916554,,Russia,10/24/2020,Domestic Aviation,0.0399845,0.0492657,,Russia,10/24/2020,International Aviation,0.0141502,0.0248602,,Russia,10/24/2020,Ground Transport,0.628386,0.673531,,Russia,10/24/2020,Residential,0.440923,0.563213
Brazil,10/25/2020,Power,0.345103,0.279612,,Brazil,10/25/2020,Industry,0.474841,0.398809,,Brazil,10/25/2020,Domestic Aviation,0.0133269,0.0283956,,Brazil,10/25/2020,International Aviation,0.00607975,0.0084262,,Brazil,10/25/2020,Ground Transport,0.217842,0.493967,,Brazil,10/25/2020,Residential,0.0984519,0.0984519
China,10/25/2020,Power,11.7189,12.0975,,China,10/25/2020,Industry,13.3809,10.9079,,China,10/25/2020,Domestic Aviation,0.183834,0.141518,,China,10/25/2020,International Aviation,0.0304266,0.0305122,,China,10/25/2020,Ground Transport,2.32543,2.56264,,China,10/25/2020,Residential,1.8592,1.94772
India,10/25/2020,Power,2.98729,3.29544,,India,10/25/2020,Industry,1.84596,2.08676,,India,10/25/2020,Domestic Aviation,0.0117469,0.0151669,,India,10/25/2020,International Aviation,0.0141805,0.0186598,,India,10/25/2020,Ground Transport,0.675395,0.827337,,India,10/25/2020,Residential,0.334035,0.357821
Russia,10/25/2020,Power,1.83156,2.26521,,Russia,10/25/2020,Industry,0.834208,0.924246,,Russia,10/25/2020,Domestic Aviation,0.0382545,0.0469741,,Russia,10/25/2020,International Aviation,0.0111754,0.0242855,,Russia,10/25/2020,Ground Transport,0.486298,0.680066,,Russia,10/25/2020,Residential,0.459548,0.559764
Brazil,10/26/2020,Power,0.366465,0.282887,,Brazil,10/26/2020,Industry,0.504233,0.40348,,Brazil,10/26/2020,Domestic Aviation,0.0199902,0.0285352,,Brazil,10/26/2020,International Aviation,0.00577728,0.00860526,,Brazil,10/26/2020,Ground Transport,0.455023,0.49655,,Brazil,10/26/2020,Residential,0.0984519,0.0984519
China,10/26/2020,Power,11.7874,12.2725,,China,10/26/2020,Industry,13.4592,11.0657,,China,10/26/2020,Domestic Aviation,0.185127,0.138524,,China,10/26/2020,International Aviation,0.0275546,0.0347482,,China,10/26/2020,Ground Transport,2.50058,2.57124,,China,10/26/2020,Residential,1.76645,1.94035
India,10/26/2020,Power,3.11264,3.25624,,India,10/26/2020,Industry,1.92342,2.06194,,India,10/26/2020,Domestic Aviation,0.0132798,0.0160515,,India,10/26/2020,International Aviation,0.0112541,0.0214007,,India,10/26/2020,Ground Transport,0.800906,0.833284,,India,10/26/2020,Residential,0.342917,0.361125
Russia,10/26/2020,Power,1.91033,2.24599,,Russia,10/26/2020,Industry,0.870083,0.916407,,Russia,10/26/2020,Domestic Aviation,0.035782,0.0492769,,Russia,10/26/2020,International Aviation,0.0109528,0.0271434,,Russia,10/26/2020,Ground Transport,0.674798,0.676526,,Russia,10/26/2020,Residential,0.484206,0.543581
Brazil,10/27/2020,Power,0.372858,0.268032,,Brazil,10/27/2020,Industry,0.513029,0.382293,,Brazil,10/27/2020,Domestic Aviation,0.0194155,0.0291497,,Brazil,10/27/2020,International Aviation,0.00507607,0.00875878,,Brazil,10/27/2020,Ground Transport,0.470949,0.498453,,Brazil,10/27/2020,Residential,0.0984519,0.0984519
China,10/27/2020,Power,11.675,12.5787,,China,10/27/2020,Industry,13.3308,11.3418,,China,10/27/2020,Domestic Aviation,0.183211,0.134009,,China,10/27/2020,International Aviation,0.0292274,0.0337844,,China,10/27/2020,Ground Transport,2.49994,2.54819,,China,10/27/2020,Residential,1.98873,1.92458
India,10/27/2020,Power,3.18208,3.22225,,India,10/27/2020,Industry,1.96633,2.04042,,India,10/27/2020,Domestic Aviation,0.011452,0.0162047,,India,10/27/2020,International Aviation,0.0122391,0.0204189,,India,10/27/2020,Ground Transport,0.814122,0.820771,,India,10/27/2020,Residential,0.334176,0.356222
Russia,10/27/2020,Power,1.93922,2.24099,,Russia,10/27/2020,Industry,0.883245,0.914366,,Russia,10/27/2020,Domestic Aviation,0.0341879,0.0470772,,Russia,10/27/2020,International Aviation,0.010704,0.0269931,,Russia,10/27/2020,Ground Transport,0.675621,0.678221,,Russia,10/27/2020,Residential,0.498664,0.509409
Brazil,10/28/2020,Power,0.372224,0.269605,,Brazil,10/28/2020,Industry,0.512157,0.384536,,Brazil,10/28/2020,Domestic Aviation,0.019765,0.03052,,Brazil,10/28/2020,International Aviation,0.00592431,0.00843183,,Brazil,10/28/2020,Ground Transport,0.475116,0.500386,,Brazil,10/28/2020,Residential,0.0984519,0.0984519
China,10/28/2020,Power,12.1193,12.553,,China,10/28/2020,Industry,13.8381,11.3186,,China,10/28/2020,Domestic Aviation,0.182103,0.141437,,China,10/28/2020,International Aviation,0.0333055,0.031335,,China,10/28/2020,Ground Transport,2.50682,2.56289,,China,10/28/2020,Residential,2.08774,1.9053
India,10/28/2020,Power,3.25152,3.25746,,India,10/28/2020,Industry,2.00924,2.06271,,India,10/28/2020,Domestic Aviation,0.0131438,0.0172913,,India,10/28/2020,International Aviation,0.014034,0.0213918,,India,10/28/2020,Ground Transport,0.819603,0.83949,,India,10/28/2020,Residential,0.330435,0.351888
Russia,10/28/2020,Power,1.9338,2.24654,,Russia,10/28/2020,Industry,0.880773,0.916629,,Russia,10/28/2020,Domestic Aviation,0.0361289,0.0523719,,Russia,10/28/2020,International Aviation,0.0114371,0.0296325,,Russia,10/28/2020,Ground Transport,0.67382,0.684292,,Russia,10/28/2020,Residential,0.507941,0.515962
Brazil,10/29/2020,Power,0.348562,0.274301,,Brazil,10/29/2020,Industry,0.479599,0.391234,,Brazil,10/29/2020,Domestic Aviation,0.0213782,0.0288807,,Brazil,10/29/2020,International Aviation,0.0057017,0.00960976,,Brazil,10/29/2020,Ground Transport,0.479058,0.458296,,Brazil,10/29/2020,Residential,0.0984519,0.0984519
China,10/29/2020,Power,12.3442,12.5787,,China,10/29/2020,Industry,14.0949,11.3418,,China,10/29/2020,Domestic Aviation,0.185246,0.129978,,China,10/29/2020,International Aviation,0.0337644,0.0305286,,China,10/29/2020,Ground Transport,2.50081,2.55702,,China,10/29/2020,Residential,2.10734,1.8733
India,10/29/2020,Power,3.32096,3.18874,,India,10/29/2020,Industry,2.05215,2.0192,,India,10/29/2020,Domestic Aviation,0.012186,0.0180376,,India,10/29/2020,International Aviation,0.0145606,0.0207953,,India,10/29/2020,Ground Transport,0.812894,0.84329,,India,10/29/2020,Residential,0.34045,0.358206
Russia,10/29/2020,Power,1.94298,2.14411,,Russia,10/29/2020,Industry,0.884954,0.874835,,Russia,10/29/2020,Domestic Aviation,0.0353985,0.0512929,,Russia,10/29/2020,International Aviation,0.0112301,0.0315614,,Russia,10/29/2020,Ground Transport,0.675153,0.580611,,Russia,10/29/2020,Residential,0.502256,0.486636
Brazil,10/30/2020,Power,0.351883,0.269331,,Brazil,10/30/2020,Industry,0.484169,0.384145,,Brazil,10/30/2020,Domestic Aviation,0.0221403,0.020791,,Brazil,10/30/2020,International Aviation,0.00774301,0.00908503,,Brazil,10/30/2020,Ground Transport,0.492585,0.355793,,Brazil,10/30/2020,Residential,0.0984519,0.0984519
China,10/30/2020,Power,12.7885,12.6508,,China,10/30/2020,Industry,14.6022,11.4068,,China,10/30/2020,Domestic Aviation,0.18776,0.138878,,China,10/30/2020,International Aviation,0.033131,0.0280668,,China,10/30/2020,Ground Transport,2.56449,2.53156,,China,10/30/2020,Residential,1.97291,2.03042
India,10/30/2020,Power,3.33211,3.11369,,India,10/30/2020,Industry,2.05904,1.97167,,India,10/30/2020,Domestic Aviation,0.0135483,0.0184261,,India,10/30/2020,International Aviation,0.0161567,0.0213674,,India,10/30/2020,Ground Transport,0.784696,0.786479,,India,10/30/2020,Residential,0.342527,0.356719
Russia,10/30/2020,Power,1.94725,2.08229,,Russia,10/30/2020,Industry,0.8869,0.849612,,Russia,10/30/2020,Domestic Aviation,0.0400425,0.050169,,Russia,10/30/2020,International Aviation,0.013023,0.0280332,,Russia,10/30/2020,Ground Transport,0.677844,0.401301,,Russia,10/30/2020,Residential,0.495895,0.499839
Brazil,10/31/2020,Power,0.340041,0.261297,,Brazil,10/31/2020,Industry,0.467875,0.300306,,Brazil,10/31/2020,Domestic Aviation,0.018319,0.0228734,,Brazil,10/31/2020,International Aviation,0.00580298,0.00873806,,Brazil,10/31/2020,Ground Transport,0.423735,0.457309,,Brazil,10/31/2020,Residential,0.0984519,0.101734
China,10/31/2020,Power,12.3551,13.2152,,China,10/31/2020,Industry,14.1074,10.9755,,China,10/31/2020,Domestic Aviation,0.183627,0.126485,,China,10/31/2020,International Aviation,0.0311528,0.0270579,,China,10/31/2020,Ground Transport,2.42737,2.53414,,China,10/31/2020,Residential,1.90127,2.17842
India,10/31/2020,Power,3.33844,3.20122,,India,10/31/2020,Industry,2.06295,2.04934,,India,10/31/2020,Domestic Aviation,0.012456,0.0183713,,India,10/31/2020,International Aviation,0.0142114,0.0179663,,India,10/31/2020,Ground Transport,0.806623,0.841875,,India,10/31/2020,Residential,0.338842,0.370135
Russia,10/31/2020,Power,1.90966,2.17201,,Russia,10/31/2020,Industry,0.869778,0.835144,,Russia,10/31/2020,Domestic Aviation,0.0382048,0.0472351,,Russia,10/31/2020,International Aviation,0.013222,0.0229492,,Russia,10/31/2020,Ground Transport,0.593374,0.643621,,Russia,10/31/2020,Residential,0.474671,0.526935
Brazil,11/1/2020,Power,0.300856,0.248382,,Brazil,11/1/2020,Industry,0.343319,0.285463,,Brazil,11/1/2020,Domestic Aviation,0.0124508,0.028219,,Brazil,11/1/2020,International Aviation,0.00712634,0.0087486,,Brazil,11/1/2020,Ground Transport,0.18024,0.352119,,Brazil,11/1/2020,Residential,0.101734,0.101734
China,11/1/2020,Power,12.1754,13.4304,,China,11/1/2020,Industry,11.8457,11.1543,,China,11/1/2020,Domestic Aviation,0.188506,0.112343,,China,11/1/2020,International Aviation,0.0342606,0.0280999,,China,11/1/2020,Ground Transport,2.35964,2.5526,,China,11/1/2020,Residential,2.11329,2.14385
India,11/1/2020,Power,3.20181,3.23839,,India,11/1/2020,Industry,2.07985,2.07314,,India,11/1/2020,Domestic Aviation,0.0126517,0.0178589,,India,11/1/2020,International Aviation,0.0145923,0.0182267,,India,11/1/2020,Ground Transport,0.737963,0.8434,,India,11/1/2020,Residential,0.348381,0.378038
Russia,11/1/2020,Power,1.86658,2.22931,,Russia,11/1/2020,Industry,0.733409,0.857176,,Russia,11/1/2020,Domestic Aviation,0.0381574,0.0446934,,Russia,11/1/2020,International Aviation,0.0122137,0.0217747,,Russia,11/1/2020,Ground Transport,0.449841,0.666139,,Russia,11/1/2020,Residential,0.508712,0.593468
Brazil,11/2/2020,Power,0.314113,0.274301,,Brazil,11/2/2020,Industry,0.358447,0.315252,,Brazil,11/2/2020,Domestic Aviation,0.0185625,0.0314876,,Brazil,11/2/2020,International Aviation,0.00578337,0.00926459,,Brazil,11/2/2020,Ground Transport,0.187685,0.495901,,Brazil,11/2/2020,Residential,0.101734,0.101734
