country,date,sector,value20,value21,,country,date,sector,value20a,value21a,,country,date,sector,value20b,value21b,,country,date,sector,value20c,value21c,,country,date,sector,value20d,value21d,,country,date,sector,value20e,value21e
Russia,6/3/2020,Power,1.45544,1.53023,,Russia,6/3/2020,Industry,0.780186,0.778803,,Russia,6/3/2020,Domestic Aviation,0.023712,0.0655719,,Russia,6/3/2020,International Aviation,0.00635057,0.0187694,,Russia,6/3/2020,Ground Transport,0.650734,0.692221,,Russia,6/3/2020,Residential,0.220375,0.178595
Brazil,6/4/2020,Power,0.132545,0.368414,,Brazil,6/4/2020,Industry,0.304595,0.374039,,Brazil,6/4/2020,Domestic Aviation,0.00522412,0.0139415,,Brazil,6/4/2020,International Aviation,0.0026738,0.00731667,,Brazil,6/4/2020,Ground Transport,0.418301,0.442152,,Brazil,6/4/2020,Residential,0.101734,0.101734
China,6/4/2020,Power,12.0224,13.4848,,China,6/4/2020,Industry,12.26,12.3983,,China,6/4/2020,Domestic Aviation,0.123131,0.173667,,China,6/4/2020,International Aviation,0.0369262,0.0307176,,China,6/4/2020,Ground Transport,2.48847,2.4458,,China,6/4/2020,Residential,1.40309,1.40495
India,6/4/2020,Power,2.68341,3.31344,,India,6/4/2020,Industry,1.55302,1.96365,,India,6/4/2020,Domestic Aviation,0.00516203,0.00644227,,India,6/4/2020,International Aviation,0.00739916,0.0111136,,India,6/4/2020,Ground Transport,0.711545,0.602548,,India,6/4/2020,Residential,0.29356,0.281013
Russia,6/4/2020,Power,1.44776,1.45851,,Russia,6/4/2020,Industry,0.776066,0.742301,,Russia,6/4/2020,Domestic Aviation,0.0220171,0.0639139,,Russia,6/4/2020,International Aviation,0.00571968,0.021683,,Russia,6/4/2020,Ground Transport,0.659988,0.584511,,Russia,6/4/2020,Residential,0.202861,0.164141
Brazil,6/5/2020,Power,0.127233,0.337856,,Brazil,6/5/2020,Industry,0.292388,0.343015,,Brazil,6/5/2020,Domestic Aviation,0.00645544,0.0160158,,Brazil,6/5/2020,International Aviation,0.0038038,0.00781376,,Brazil,6/5/2020,Ground Transport,0.438419,0.341649,,Brazil,6/5/2020,Residential,0.101734,0.101734
China,6/5/2020,Power,12.5849,13.6441,,China,6/5/2020,Industry,12.8337,12.5448,,China,6/5/2020,Domestic Aviation,0.130413,0.176176,,China,6/5/2020,International Aviation,0.038353,0.0327218,,China,6/5/2020,Ground Transport,2.58264,2.41452,,China,6/5/2020,Residential,1.38301,1.39158
India,6/5/2020,Power,2.59158,3.19779,,India,6/5/2020,Industry,1.49987,1.89512,,India,6/5/2020,Domestic Aviation,0.00540308,0.0064379,,India,6/5/2020,International Aviation,0.00691481,0.0123366,,India,6/5/2020,Ground Transport,0.708544,0.318628,,India,6/5/2020,Residential,0.294051,0.277526
Russia,6/5/2020,Power,1.42504,1.45649,,Russia,6/5/2020,Industry,0.763889,0.741271,,Russia,6/5/2020,Domestic Aviation,0.0238937,0.0639863,,Russia,6/5/2020,International Aviation,0.00700297,0.0194718,,Russia,6/5/2020,Ground Transport,0.670564,0.470996,,Russia,6/5/2020,Residential,0.189621,0.145205
Brazil,6/6/2020,Power,0.125289,0.37399,,Brazil,6/6/2020,Industry,0.287921,0.379701,,Brazil,6/6/2020,Domestic Aviation,0.00386183,0.0218202,,Brazil,6/6/2020,International Aviation,0.00304765,0.00722332,,Brazil,6/6/2020,Ground Transport,0.367293,0.486418,,Brazil,6/6/2020,Residential,0.101734,0.101734
China,6/6/2020,Power,12.7175,13.7078,,China,6/6/2020,Industry,12.9688,12.6034,,China,6/6/2020,Domestic Aviation,0.121085,0.170442,,China,6/6/2020,International Aviation,0.0387011,0.0262754,,China,6/6/2020,Ground Transport,2.2828,2.44277,,China,6/6/2020,Residential,1.38323,1.38359
India,6/6/2020,Power,2.59747,3.28304,,India,6/6/2020,Industry,1.50329,1.94564,,India,6/6/2020,Domestic Aviation,0.00519881,0.00638968,,India,6/6/2020,International Aviation,0.00663244,0.00930819,,India,6/6/2020,Ground Transport,0.654411,0.712688,,India,6/6/2020,Residential,0.291795,0.274295
Russia,6/6/2020,Power,1.33448,1.56279,,Russia,6/6/2020,Industry,0.715343,0.795376,,Russia,6/6/2020,Domestic Aviation,0.0252382,0.0655947,,Russia,6/6/2020,International Aviation,0.00632332,0.0181263,,Russia,6/6/2020,Ground Transport,0.457499,0.67672,,Russia,6/6/2020,Residential,0.152628,0.142546
Brazil,6/7/2020,Power,0.135202,0.372386,,Brazil,6/7/2020,Industry,0.3107,0.378072,,Brazil,6/7/2020,Domestic Aviation,0.00307165,0.0206925,,Brazil,6/7/2020,International Aviation,0.00275269,0.00738201,,Brazil,6/7/2020,Ground Transport,0.146549,0.488339,,Brazil,6/7/2020,Residential,0.101734,0.101734
China,6/7/2020,Power,12.6471,13.8007,,China,6/7/2020,Industry,12.8971,12.6888,,China,6/7/2020,Domestic Aviation,0.13148,0.1649,,China,6/7/2020,International Aviation,0.0373731,0.0317742,,China,6/7/2020,Ground Transport,2.06658,2.44533,,China,6/7/2020,Residential,1.38937,1.38792
India,6/7/2020,Power,2.60337,3.3032,,India,6/7/2020,Industry,1.5067,1.95758,,India,6/7/2020,Domestic Aviation,0.00523707,0.00597582,,India,6/7/2020,International Aviation,0.00779288,0.00952278,,India,6/7/2020,Ground Transport,0.452001,0.659422,,India,6/7/2020,Residential,0.284832,0.271105
Russia,6/7/2020,Power,1.30087,1.55776,,Russia,6/7/2020,Industry,0.697326,0.792812,,Russia,6/7/2020,Domestic Aviation,0.0229848,0.0628846,,Russia,6/7/2020,International Aviation,0.00612045,0.0157942,,Russia,6/7/2020,Ground Transport,0.324958,0.679388,,Russia,6/7/2020,Residential,0.127264,0.147152
Brazil,6/8/2020,Power,0.134448,0.365036,,Brazil,6/8/2020,Industry,0.308969,0.37061,,Brazil,6/8/2020,Domestic Aviation,0.00478488,0.0207498,,Brazil,6/8/2020,International Aviation,0.0030348,0.00633586,,Brazil,6/8/2020,Ground Transport,0.405899,0.487309,,Brazil,6/8/2020,Residential,0.101734,0.101734
China,6/8/2020,Power,12.4172,13.9892,,China,6/8/2020,Industry,12.6627,12.8621,,China,6/8/2020,Domestic Aviation,0.131444,0.166974,,China,6/8/2020,International Aviation,0.0349965,0.0321784,,China,6/8/2020,Ground Transport,2.52178,2.41122,,China,6/8/2020,Residential,1.40811,1.40194
India,6/8/2020,Power,2.79878,3.23427,,India,6/8/2020,Industry,1.61979,1.91673,,India,6/8/2020,Domestic Aviation,0.00541384,0.00675466,,India,6/8/2020,International Aviation,0.0045033,0.0107558,,India,6/8/2020,Ground Transport,0.724268,0.683727,,India,6/8/2020,Residential,0.282903,0.270574
Russia,6/8/2020,Power,1.43843,1.57431,,Russia,6/8/2020,Industry,0.771067,0.801236,,Russia,6/8/2020,Domestic Aviation,0.0244981,0.0639575,,Russia,6/8/2020,International Aviation,0.00496708,0.0170168,,Russia,6/8/2020,Ground Transport,0.651403,0.675806,,Russia,6/8/2020,Residential,0.119826,0.157427
Brazil,6/9/2020,Power,0.151693,0.371762,,Brazil,6/9/2020,Industry,0.348599,0.377439,,Brazil,6/9/2020,Domestic Aviation,0.00582093,0.0214446,,Brazil,6/9/2020,International Aviation,0.00240655,0.00657524,,Brazil,6/9/2020,Ground Transport,0.427571,0.481925,,Brazil,6/9/2020,Residential,0.101734,0.101734
China,6/9/2020,Power,12.8392,14.2733,,China,6/9/2020,Industry,13.093,13.1233,,China,6/9/2020,Domestic Aviation,0.129167,0.165476,,China,6/9/2020,International Aviation,0.0342532,0.0313694,,China,6/9/2020,Ground Transport,2.50839,2.53259,,China,6/9/2020,Residential,1.3811,1.38265
India,6/9/2020,Power,2.79878,3.16507,,India,6/9/2020,Industry,1.61979,1.87573,,India,6/9/2020,Domestic Aviation,0.00524194,0.00649988,,India,6/9/2020,International Aviation,0.00667566,0.0106914,,India,6/9/2020,Ground Transport,0.71806,0.667276,,India,6/9/2020,Residential,0.283585,0.27208
Russia,6/9/2020,Power,1.48071,1.59386,,Russia,6/9/2020,Industry,0.793732,0.811185,,Russia,6/9/2020,Domestic Aviation,0.0220355,0.063274,,Russia,6/9/2020,International Aviation,0.00485282,0.0192941,,Russia,6/9/2020,Ground Transport,0.663588,0.683786,,Russia,6/9/2020,Residential,0.122258,0.168595
Brazil,6/10/2020,Power,0.155599,0.373367,,Brazil,6/10/2020,Industry,0.357575,0.379068,,Brazil,6/10/2020,Domestic Aviation,0.00625321,0.0222181,,Brazil,6/10/2020,International Aviation,0.00416947,0.00653583,,Brazil,6/10/2020,Ground Transport,0.441982,0.495761,,Brazil,6/10/2020,Residential,0.101734,0.101734
China,6/10/2020,Power,13.0339,14.3317,,China,6/10/2020,Industry,13.2915,13.177,,China,6/10/2020,Domestic Aviation,0.13064,0.185468,,China,6/10/2020,International Aviation,0.0380324,0.0314319,,China,6/10/2020,Ground Transport,2.52372,2.54461,,China,6/10/2020,Residential,1.3807,1.37706
India,6/10/2020,Power,3.05342,2.97854,,India,6/10/2020,Industry,1.76716,1.76518,,India,6/10/2020,Domestic Aviation,0.00585352,0.00824288,,India,6/10/2020,International Aviation,0.00835716,0.0111809,,India,6/10/2020,Ground Transport,0.740765,0.712219,,India,6/10/2020,Residential,0.282083,0.272874
Russia,6/10/2020,Power,1.53201,1.58124,,Russia,6/10/2020,Industry,0.821232,0.804764,,Russia,6/10/2020,Domestic Aviation,0.023738,0.0674294,,Russia,6/10/2020,International Aviation,0.00639447,0.0196462,,Russia,6/10/2020,Ground Transport,0.666295,0.688401,,Russia,6/10/2020,Residential,0.124944,0.152839
Brazil,6/11/2020,Power,0.158977,0.368578,,Brazil,6/11/2020,Industry,0.365337,0.374206,,Brazil,6/11/2020,Domestic Aviation,0.00583159,0.0197894,,Brazil,6/11/2020,International Aviation,0.00272175,0.00822414,,Brazil,6/11/2020,Ground Transport,0.418301,0.460868,,Brazil,6/11/2020,Residential,0.101734,0.101734
China,6/11/2020,Power,13.1394,14.2707,,China,6/11/2020,Industry,13.3991,13.1209,,China,6/11/2020,Domestic Aviation,0.128193,0.176407,,China,6/11/2020,International Aviation,0.038153,0.0325258,,China,6/11/2020,Ground Transport,2.48847,2.50218,,China,6/11/2020,Residential,1.38969,1.37272
India,6/11/2020,Power,3.03482,2.94238,,India,6/11/2020,Industry,1.7564,1.74375,,India,6/11/2020,Domestic Aviation,0.00552426,0.00844872,,India,6/11/2020,International Aviation,0.00833056,0.00977575,,India,6/11/2020,Ground Transport,0.711545,0.680518,,India,6/11/2020,Residential,0.285492,0.276545
Russia,6/11/2020,Power,1.50505,1.45898,,Russia,6/11/2020,Industry,0.806776,0.742538,,Russia,6/11/2020,Domestic Aviation,0.0267032,0.0655052,,Russia,6/11/2020,International Aviation,0.00557238,0.0200136,,Russia,6/11/2020,Ground Transport,0.659988,0.525579,,Russia,6/11/2020,Residential,0.122742,0.130103
Brazil,6/12/2020,Power,0.154204,0.359495,,Brazil,6/12/2020,Industry,0.354369,0.364984,,Brazil,6/12/2020,Domestic Aviation,0.00401456,0.015883,,Brazil,6/12/2020,International Aviation,0.00379055,0.00790139,,Brazil,6/12/2020,Ground Transport,0.438419,0.32467,,Brazil,6/12/2020,Residential,0.101734,0.101734
China,6/12/2020,Power,13.0393,13.9123,,China,6/12/2020,Industry,13.2971,12.7913,,China,6/12/2020,Domestic Aviation,0.142951,0.156807,,China,6/12/2020,International Aviation,0.0347264,0.0319242,,China,6/12/2020,Ground Transport,2.58264,2.48301,,China,6/12/2020,Residential,1.37769,1.37484
India,6/12/2020,Power,3.00673,2.74756,,India,6/12/2020,Industry,1.74014,1.62829,,India,6/12/2020,Domestic Aviation,0.00587921,0.00838617,,India,6/12/2020,International Aviation,0.00847791,0.0115768,,India,6/12/2020,Ground Transport,0.708544,0.526752,,India,6/12/2020,Residential,0.287021,0.283323
Russia,6/12/2020,Power,1.38998,1.44535,,Russia,6/12/2020,Industry,0.745092,0.735604,,Russia,6/12/2020,Domestic Aviation,0.0297213,0.0645052,,Russia,6/12/2020,International Aviation,0.00599175,0.0196655,,Russia,6/12/2020,Ground Transport,0.670564,0.280654,,Russia,6/12/2020,Residential,0.134683,0.121604
Brazil,6/13/2020,Power,0.152295,0.376645,,Brazil,6/13/2020,Industry,0.349983,0.382397,,Brazil,6/13/2020,Domestic Aviation,0.00307035,0.022078,,Brazil,6/13/2020,International Aviation,0.00211087,0.00753447,,Brazil,6/13/2020,Ground Transport,0.359017,0.477002,,Brazil,6/13/2020,Residential,0.101734,0.101734
China,6/13/2020,Power,13.1502,13.9043,,China,6/13/2020,Industry,13.4101,12.784,,China,6/13/2020,Domestic Aviation,0.133972,0.174647,,China,6/13/2020,International Aviation,0.0383729,0.0283294,,China,6/13/2020,Ground Transport,2.25303,2.4563,,China,6/13/2020,Residential,1.38693,1.37892
India,6/13/2020,Power,2.94299,3.00039,,India,6/13/2020,Industry,1.70325,1.77813,,India,6/13/2020,Domestic Aviation,0.00556715,0.00759391,,India,6/13/2020,International Aviation,0.00794497,0.00908085,,India,6/13/2020,Ground Transport,0.654666,0.737109,,India,6/13/2020,Residential,0.286389,0.286311
Russia,6/13/2020,Power,1.32548,1.55152,,Russia,6/13/2020,Industry,0.71052,0.789636,,Russia,6/13/2020,Domestic Aviation,0.0256261,0.0663475,,Russia,6/13/2020,International Aviation,0.007004,0.0175162,,Russia,6/13/2020,Ground Transport,0.37204,0.461381,,Russia,6/13/2020,Residential,0.186858,0.120119
Brazil,6/14/2020,Power,0.149309,0.36839,,Brazil,6/14/2020,Industry,0.343119,0.374015,,Brazil,6/14/2020,Domestic Aviation,0.00377547,0.020755,,Brazil,6/14/2020,International Aviation,0.00259373,0.00721417,,Brazil,6/14/2020,Ground Transport,0.152122,0.48367,,Brazil,6/14/2020,Residential,0.101734,0.101734
China,6/14/2020,Power,12.9988,14.4618,,China,6/14/2020,Industry,13.2557,13.2967,,China,6/14/2020,Domestic Aviation,0.138627,0.18146,,China,6/14/2020,International Aviation,0.0370901,0.0303496,,China,6/14/2020,Ground Transport,1.92927,2.49456,,China,6/14/2020,Residential,1.38581,1.383
India,6/14/2020,Power,2.94728,2.97516,,India,6/14/2020,Industry,1.70574,1.76318,,India,6/14/2020,Domestic Aviation,0.00554519,0.00755319,,India,6/14/2020,International Aviation,0.00937601,0.00897709,,India,6/14/2020,Ground Transport,0.443058,0.728578,,India,6/14/2020,Residential,0.278126,0.289298
Russia,6/14/2020,Power,1.31158,1.65243,,Russia,6/14/2020,Industry,0.703067,0.840996,,Russia,6/14/2020,Domestic Aviation,0.0287009,0.064052,,Russia,6/14/2020,International Aviation,0.00666048,0.0191674,,Russia,6/14/2020,Ground Transport,0.377226,0.673976,,Russia,6/14/2020,Residential,0.164026,0.118635
Brazil,6/15/2020,Power,0.141082,0.365913,,Brazil,6/15/2020,Industry,0.324214,0.3715,,Brazil,6/15/2020,Domestic Aviation,0.00741204,0.0204178,,Brazil,6/15/2020,International Aviation,0.00312042,0.00576036,,Brazil,6/15/2020,Ground Transport,0.410448,0.484321,,Brazil,6/15/2020,Residential,0.101734,0.101734
China,6/15/2020,Power,13.207,14.5972,,China,6/15/2020,Industry,13.4681,13.4211,,China,6/15/2020,Domestic Aviation,0.128123,0.175792,,China,6/15/2020,International Aviation,0.0330117,0.0337419,,China,6/15/2020,Ground Transport,2.53763,2.51028,,China,6/15/2020,Residential,1.38878,1.40709
India,6/15/2020,Power,2.95158,3.02165,,India,6/15/2020,Industry,1.70822,1.79073,,India,6/15/2020,Domestic Aviation,0.00570862,0.00826356,,India,6/15/2020,International Aviation,0.00797249,0.0112525,,India,6/15/2020,Ground Transport,0.697319,0.760204,,India,6/15/2020,Residential,0.277871,0.294683
Russia,6/15/2020,Power,1.42796,1.68806,,Russia,6/15/2020,Industry,0.765453,0.859127,,Russia,6/15/2020,Domestic Aviation,0.0322422,0.0663113,,Russia,6/15/2020,International Aviation,0.00616853,0.019467,,Russia,6/15/2020,Ground Transport,0.665046,0.670062,,Russia,6/15/2020,Residential,0.132294,0.119709
Brazil,6/16/2020,Power,0.142723,0.36848,,Brazil,6/16/2020,Industry,0.327985,0.374107,,Brazil,6/16/2020,Domestic Aviation,0.00667331,0.0209024,,Brazil,6/16/2020,International Aviation,0.00288287,0.00745971,,Brazil,6/16/2020,Ground Transport,0.429219,0.48488,,Brazil,6/16/2020,Residential,0.101734,0.101734
China,6/16/2020,Power,13.1096,14.6371,,China,6/16/2020,Industry,13.3688,13.4578,,China,6/16/2020,Domestic Aviation,0.124343,0.169437,,China,6/16/2020,International Aviation,0.0332794,0.0318448,,China,6/16/2020,Ground Transport,2.49037,2.52893,,China,6/16/2020,Residential,1.39428,1.40007
India,6/16/2020,Power,2.99211,3.07602,,India,6/16/2020,Industry,1.73168,1.82295,,India,6/16/2020,Domestic Aviation,0.0057708,0.00757902,,India,6/16/2020,International Aviation,0.0078176,0.0103843,,India,6/16/2020,Ground Transport,0.69443,0.75379,,India,6/16/2020,Residential,0.275249,0.291149
Russia,6/16/2020,Power,1.44988,1.66298,,Russia,6/16/2020,Industry,0.777206,0.846366,,Russia,6/16/2020,Domestic Aviation,0.0293906,0.0635793,,Russia,6/16/2020,International Aviation,0.00547044,0.0181496,,Russia,6/16/2020,Ground Transport,0.677413,0.67536,,Russia,6/16/2020,Residential,0.124377,0.117025
Brazil,6/17/2020,Power,0.147779,0.37066,,Brazil,6/17/2020,Industry,0.339604,0.37632,,Brazil,6/17/2020,Domestic Aviation,0.00712816,0.022442,,Brazil,6/17/2020,International Aviation,0.00443424,0.00713055,,Brazil,6/17/2020,Ground Transport,0.434673,0.490629,,Brazil,6/17/2020,Residential,0.101734,0.101734
China,6/17/2020,Power,13.0718,14.7512,,China,6/17/2020,Industry,13.3302,13.5627,,China,6/17/2020,Domestic Aviation,0.126672,0.179718,,China,6/17/2020,International Aviation,0.0366357,0.0310068,,China,6/17/2020,Ground Transport,2.44994,2.54097,,China,6/17/2020,Residential,1.39177,1.38714
India,6/17/2020,Power,2.97555,3.11196,,India,6/17/2020,Industry,1.7221,1.84425,,India,6/17/2020,Domestic Aviation,0.00583892,0.00855471,,India,6/17/2020,International Aviation,0.0101203,0.0121761,,India,6/17/2020,Ground Transport,0.696835,0.745899,,India,6/17/2020,Residential,0.273929,0.285817
Russia,6/17/2020,Power,1.4945,1.66181,,Russia,6/17/2020,Industry,0.801124,0.845769,,Russia,6/17/2020,Domestic Aviation,0.0279412,0.0674564,,Russia,6/17/2020,International Aviation,0.00602172,0.0198276,,Russia,6/17/2020,Ground Transport,0.670809,0.677519,,Russia,6/17/2020,Residential,0.124192,0.127603
Brazil,6/18/2020,Power,0.14763,0.35874,,Brazil,6/18/2020,Industry,0.339262,0.364218,,Brazil,6/18/2020,Domestic Aviation,0.00768947,0.0211843,,Brazil,6/18/2020,International Aviation,0.00274808,0.00844095,,Brazil,6/18/2020,Ground Transport,0.433076,0.4399,,Brazil,6/18/2020,Residential,0.101734,0.101734
China,6/18/2020,Power,12.9609,14.6716,,China,6/18/2020,Industry,13.2171,13.4895,,China,6/18/2020,Domestic Aviation,0.122273,0.170918,,China,6/18/2020,International Aviation,0.0359658,0.0313358,,China,6/18/2020,Ground Transport,2.48955,2.51981,,China,6/18/2020,Residential,1.38056,1.38123
India,6/18/2020,Power,2.98721,3.02334,,India,6/18/2020,Industry,1.72885,1.79173,,India,6/18/2020,Domestic Aviation,0.00626362,0.00869718,,India,6/18/2020,International Aviation,0.0100252,0.0106434,,India,6/18/2020,Ground Transport,0.693722,0.769614,,India,6/18/2020,Residential,0.274258,0.280299
Russia,6/18/2020,Power,1.532,1.6047,,Russia,6/18/2020,Industry,0.821222,0.816704,,Russia,6/18/2020,Domestic Aviation,0.0280585,0.0658541,,Russia,6/18/2020,International Aviation,0.00542575,0.0210625,,Russia,6/18/2020,Ground Transport,0.672745,0.528985,,Russia,6/18/2020,Residential,0.140497,0.119966
Brazil,6/19/2020,Power,0.14062,0.34493,,Brazil,6/19/2020,Industry,0.323151,0.350197,,Brazil,6/19/2020,Domestic Aviation,0.00834705,0.0171052,,Brazil,6/19/2020,International Aviation,0.00405348,0.007813,,Brazil,6/19/2020,Ground Transport,0.445525,0.290437,,Brazil,6/19/2020,Residential,0.101734,0.101734
China,6/19/2020,Power,12.7175,14.661,,China,6/19/2020,Industry,12.9688,13.4797,,China,6/19/2020,Domestic Aviation,0.127969,0.17667,,China,6/19/2020,International Aviation,0.0349525,0.0335405,,China,6/19/2020,Ground Transport,2.46951,2.51341,,China,6/19/2020,Residential,1.37478,1.38193
India,6/19/2020,Power,2.97525,2.80699,,India,6/19/2020,Industry,1.72192,1.66351,,India,6/19/2020,Domestic Aviation,0.00658541,0.00917455,,India,6/19/2020,International Aviation,0.0116022,0.0122617,,India,6/19/2020,Ground Transport,0.689991,0.597442,,India,6/19/2020,Residential,0.277999,0.2862
Russia,6/19/2020,Power,1.52276,1.57754,,Russia,6/19/2020,Industry,0.816273,0.80288,,Russia,6/19/2020,Domestic Aviation,0.0320918,0.0652734,,Russia,6/19/2020,International Aviation,0.00727787,0.0197725,,Russia,6/19/2020,Ground Transport,0.674395,0.336726,,Russia,6/19/2020,Residential,0.146752,0.129822
Brazil,6/20/2020,Power,0.131949,0.336308,,Brazil,6/20/2020,Industry,0.303225,0.341444,,Brazil,6/20/2020,Domestic Aviation,0.00417302,0.0225866,,Brazil,6/20/2020,International Aviation,0.00306695,0.00737565,,Brazil,6/20/2020,Ground Transport,0.359371,0.478812,,Brazil,6/20/2020,Residential,0.101734,0.101734
China,6/20/2020,Power,12.2847,14.7964,,China,6/20/2020,Industry,12.5275,13.6042,,China,6/20/2020,Domestic Aviation,0.120521,0.174073,,China,6/20/2020,International Aviation,0.0349912,0.0275644,,China,6/20/2020,Ground Transport,2.09881,2.54982,,China,6/20/2020,Residential,1.37322,1.37818
India,6/20/2020,Power,2.93687,3.14912,,India,6/20/2020,Industry,1.69971,1.86627,,India,6/20/2020,Domestic Aviation,0.00641551,0.00860108,,India,6/20/2020,International Aviation,0.0104903,0.00956701,,India,6/20/2020,Ground Transport,0.678708,0.75698,,India,6/20/2020,Residential,0.27629,0.283058
Russia,6/20/2020,Power,1.44473,1.73033,,Russia,6/20/2020,Industry,0.774444,0.880643,,Russia,6/20/2020,Domestic Aviation,0.0310581,0.066249,,Russia,6/20/2020,International Aviation,0.00684246,0.0179647,,Russia,6/20/2020,Ground Transport,0.530615,0.659159,,Russia,6/20/2020,Residential,0.150801,0.12589
Brazil,6/21/2020,Power,0.129182,0.342257,,Brazil,6/21/2020,Industry,0.296867,0.347483,,Brazil,6/21/2020,Domestic Aviation,0.00511895,0.021768,,Brazil,6/21/2020,International Aviation,0.00313398,0.00796754,,Brazil,6/21/2020,Ground Transport,0.156017,0.482776,,Brazil,6/21/2020,Residential,0.101734,0.101734
China,6/21/2020,Power,12.4362,14.6503,,China,6/21/2020,Industry,12.682,13.47,,China,6/21/2020,Domestic Aviation,0.125886,0.164754,,China,6/21/2020,International Aviation,0.0341078,0.0308234,,China,6/21/2020,Ground Transport,1.94468,2.55099,,China,6/21/2020,Residential,1.38196,1.37443
India,6/21/2020,Power,2.82081,3.41895,,India,6/21/2020,Industry,1.63254,2.02618,,India,6/21/2020,Domestic Aviation,0.00629936,0.00826657,,India,6/21/2020,International Aviation,0.0108156,0.00891869,,India,6/21/2020,Ground Transport,0.379651,0.746633,,India,6/21/2020,Residential,0.278231,0.279916
Russia,6/21/2020,Power,1.38411,1.79261,,Russia,6/21/2020,Industry,0.741948,0.912339,,Russia,6/21/2020,Domestic Aviation,0.0328164,0.0644584,,Russia,6/21/2020,International Aviation,0.00733566,0.0196109,,Russia,6/21/2020,Ground Transport,0.38456,0.669067,,Russia,6/21/2020,Residential,0.185656,0.121957
Brazil,6/22/2020,Power,0.142479,0.326165,,Brazil,6/22/2020,Industry,0.327425,0.331146,,Brazil,6/22/2020,Domestic Aviation,0.00729835,0.0213234,,Brazil,6/22/2020,International Aviation,0.00353815,0.0069655,,Brazil,6/22/2020,Ground Transport,0.420614,0.483617,,Brazil,6/22/2020,Residential,0.101734,0.101734
China,6/22/2020,Power,12.255,14.3583,,China,6/22/2020,Industry,12.4972,13.2015,,China,6/22/2020,Domestic Aviation,0.11946,0.170564,,China,6/22/2020,International Aviation,0.0311153,0.0310292,,China,6/22/2020,Ground Transport,2.44415,2.54845,,China,6/22/2020,Residential,1.38574,1.37352
India,6/22/2020,Power,2.95103,3.52288,,India,6/22/2020,Industry,1.70791,2.08777,,India,6/22/2020,Domestic Aviation,0.0066058,0.00863158,,India,6/22/2020,International Aviation,0.0102122,0.0110142,,India,6/22/2020,Ground Transport,0.740124,0.752789,,India,6/22/2020,Residential,0.270248,0.277099
Russia,6/22/2020,Power,1.49409,1.85104,,Russia,6/22/2020,Industry,0.800904,0.942079,,Russia,6/22/2020,Domestic Aviation,0.0348544,0.0669009,,Russia,6/22/2020,International Aviation,0.00680107,0.0209356,,Russia,6/22/2020,Ground Transport,0.66355,0.667367,,Russia,6/22/2020,Residential,0.170509,0.126146
Brazil,6/23/2020,Power,0.151778,0.344499,,Brazil,6/23/2020,Industry,0.348795,0.349759,,Brazil,6/23/2020,Domestic Aviation,0.00666345,0.0214838,,Brazil,6/23/2020,International Aviation,0.00227218,0.00694385,,Brazil,6/23/2020,Ground Transport,0.43119,0.472325,,Brazil,6/23/2020,Residential,0.101734,0.101734
China,6/23/2020,Power,12.401,14.4698,,China,6/23/2020,Industry,12.6461,13.304,,China,6/23/2020,Domestic Aviation,0.120673,0.169376,,China,6/23/2020,International Aviation,0.0321126,0.0304734,,China,6/23/2020,Ground Transport,2.48094,2.56649,,China,6/23/2020,Residential,1.38294,1.38043
India,6/23/2020,Power,3.08125,3.41599,,India,6/23/2020,Industry,1.78327,2.02443,,India,6/23/2020,Domestic Aviation,0.00599471,0.00812197,,India,6/23/2020,International Aviation,0.0106132,0.0116516,,India,6/23/2020,Ground Transport,0.722165,0.750251,,India,6/23/2020,Residential,0.269884,0.286817
Russia,6/23/2020,Power,1.47576,1.86997,,Russia,6/23/2020,Industry,0.791077,0.951712,,Russia,6/23/2020,Domestic Aviation,0.0327936,0.0636125,,Russia,6/23/2020,International Aviation,0.00556151,0.0221428,,Russia,6/23/2020,Ground Transport,0.677379,0.666404,,Russia,6/23/2020,Residential,0.141685,0.119556
Brazil,6/24/2020,Power,0.153539,0.349303,,Brazil,6/24/2020,Industry,0.35284,0.354637,,Brazil,6/24/2020,Domestic Aviation,0.00700576,0.0228165,,Brazil,6/24/2020,International Aviation,0.00407261,0.00763573,,Brazil,6/24/2020,Ground Transport,0.427684,0.485195,,Brazil,6/24/2020,Residential,0.101734,0.101734
China,6/24/2020,Power,12.1306,14.4379,,China,6/24/2020,Industry,12.3703,13.2747,,China,6/24/2020,Domestic Aviation,0.131773,0.176771,,China,6/24/2020,International Aviation,0.0331647,0.0289714,,China,6/24/2020,Ground Transport,2.57326,2.54045,,China,6/24/2020,Residential,1.37937,1.37364
India,6/24/2020,Power,3.17499,3.39239,,India,6/24/2020,Industry,1.83752,2.01044,,India,6/24/2020,Domestic Aviation,0.00624191,0.00986729,,India,6/24/2020,International Aviation,0.0121303,0.011969,,India,6/24/2020,Ground Transport,0.740807,0.768385,,India,6/24/2020,Residential,0.271073,0.286496
Russia,6/24/2020,Power,1.4474,1.84852,,Russia,6/24/2020,Industry,0.775875,0.940795,,Russia,6/24/2020,Domestic Aviation,0.0325305,0.0681532,,Russia,6/24/2020,International Aviation,0.00794006,0.02324,,Russia,6/24/2020,Ground Transport,0.569098,0.673481,,Russia,6/24/2020,Residential,0.136074,0.118731
