country,date,sector,value,,,country,date,sector,value,,,,country,date,sector,value,,,,country,date,sector,value,,,,country,date,sector,value,,,,country,date,sector,value,,
Russia,8/10/2020,Power,1.75199,,,Russia,8/10/2020,Industry,0.82381,,,,Russia,8/10/2020,Domestic Aviation,0.0528852,,,,Russia,8/10/2020,International Aviation,0.0137356,,,,Russia,8/10/2020,Ground Transport,0.668583,,,,Russia,8/10/2020,Residential,0.127088,,
United States,8/10/2020,Power,5.63812,,,United States,8/10/2020,Industry,2.65296,,,,United States,8/10/2020,Domestic Aviation,0.30295,,,,United States,8/10/2020,International Aviation,0.102502,,,,United States,8/10/2020,Ground Transport,4.22357,,,,United States,8/10/2020,Residential,0.609682,,
WORLD,8/10/2020,Power,39.2243,,,WORLD,8/10/2020,Industry,29.5342,,,,WORLD,8/10/2020,Domestic Aviation,0.714928,,,,WORLD,8/10/2020,International Aviation,0.638824,,,,WORLD,8/10/2020,Ground Transport,16.9085,,,,WORLD,8/10/2020,Residential,4.51136,,
Brazil,8/11/2020,Power,0.150053,,,Brazil,8/11/2020,Industry,0.423063,,,,Brazil,8/11/2020,Domestic Aviation,0.0114753,,,,Brazil,8/11/2020,International Aviation,0.00363424,,,,Brazil,8/11/2020,Ground Transport,0.449682,,,,Brazil,8/11/2020,Residential,0.0984519,,
China,8/11/2020,Power,14.9657,,,China,8/11/2020,Industry,12.983,,,,China,8/11/2020,Domestic Aviation,0.170358,,,,China,8/11/2020,International Aviation,0.0236513,,,,China,8/11/2020,Ground Transport,2.49324,,,,China,8/11/2020,Residential,1.32791,,
EU27 & UK,8/11/2020,Power,2.59954,,,EU27 & UK,8/11/2020,Industry,1.53499,,,,EU27 & UK,8/11/2020,Domestic Aviation,0.0302253,,,,EU27 & UK,8/11/2020,International Aviation,0.231356,,,,EU27 & UK,8/11/2020,Ground Transport,2.42245,,,,EU27 & UK,8/11/2020,Residential,0.576855,,
India,8/11/2020,Power,2.95595,,,India,8/11/2020,Industry,1.87384,,,,India,8/11/2020,Domestic Aviation,0.00658856,,,,India,8/11/2020,International Aviation,0.00898542,,,,India,8/11/2020,Ground Transport,0.811169,,,,India,8/11/2020,Residential,0.256682,,
ROW,8/11/2020,Power,10.2745,,,ROW,8/11/2020,Industry,9.19137,,,,ROW,8/11/2020,Domestic Aviation,0.100002,,,,ROW,8/11/2020,International Aviation,0.216262,,,,ROW,8/11/2020,Ground Transport,5.66065,,,,ROW,8/11/2020,Residential,1.45919,,
Russia,8/11/2020,Power,1.743,,,Russia,8/11/2020,Industry,0.819585,,,,Russia,8/11/2020,Domestic Aviation,0.0530264,,,,Russia,8/11/2020,International Aviation,0.0123929,,,,Russia,8/11/2020,Ground Transport,0.674802,,,,Russia,8/11/2020,Residential,0.146344,,
United States,8/11/2020,Power,5.64368,,,United States,8/11/2020,Industry,2.66063,,,,United States,8/11/2020,Domestic Aviation,0.324942,,,,United States,8/11/2020,International Aviation,0.0879212,,,,United States,8/11/2020,Ground Transport,4.21883,,,,United States,8/11/2020,Residential,0.61227,,
WORLD,8/11/2020,Power,39.9741,,,WORLD,8/11/2020,Industry,30.0568,,,,WORLD,8/11/2020,Domestic Aviation,0.721103,,,,WORLD,8/11/2020,International Aviation,0.598714,,,,WORLD,8/11/2020,Ground Transport,17.1931,,,,WORLD,8/11/2020,Residential,4.59097,,
Brazil,8/12/2020,Power,0.150722,,,Brazil,8/12/2020,Industry,0.424949,,,,Brazil,8/12/2020,Domestic Aviation,0.0117715,,,,Brazil,8/12/2020,International Aviation,0.0046466,,,,Brazil,8/12/2020,Ground Transport,0.453706,,,,Brazil,8/12/2020,Residential,0.0984519,,
China,8/12/2020,Power,15.2067,,,China,8/12/2020,Industry,13.1921,,,,China,8/12/2020,Domestic Aviation,0.172192,,,,China,8/12/2020,International Aviation,0.0257679,,,,China,8/12/2020,Ground Transport,2.44557,,,,China,8/12/2020,Residential,1.3342,,
EU27 & UK,8/12/2020,Power,2.62017,,,EU27 & UK,8/12/2020,Industry,1.54717,,,,EU27 & UK,8/12/2020,Domestic Aviation,0.030983,,,,EU27 & UK,8/12/2020,International Aviation,0.239594,,,,EU27 & UK,8/12/2020,Ground Transport,2.40213,,,,EU27 & UK,8/12/2020,Residential,0.577095,,
India,8/12/2020,Power,2.77652,,,India,8/12/2020,Industry,1.7601,,,,India,8/12/2020,Domestic Aviation,0.00711403,,,,India,8/12/2020,International Aviation,0.0116849,,,,India,8/12/2020,Ground Transport,0.755999,,,,India,8/12/2020,Residential,0.256359,,
ROW,8/12/2020,Power,10.3529,,,ROW,8/12/2020,Industry,9.13111,,,,ROW,8/12/2020,Domestic Aviation,0.102507,,,,ROW,8/12/2020,International Aviation,0.232086,,,,ROW,8/12/2020,Ground Transport,5.60314,,,,ROW,8/12/2020,Residential,1.465,,
Russia,8/12/2020,Power,1.73796,,,Russia,8/12/2020,Industry,0.817212,,,,Russia,8/12/2020,Domestic Aviation,0.0519964,,,,Russia,8/12/2020,International Aviation,0.0122121,,,,Russia,8/12/2020,Ground Transport,0.674644,,,,Russia,8/12/2020,Residential,0.162607,,
United States,8/12/2020,Power,5.58258,,,United States,8/12/2020,Industry,2.63635,,,,United States,8/12/2020,Domestic Aviation,0.328216,,,,United States,8/12/2020,International Aviation,0.0850147,,,,United States,8/12/2020,Ground Transport,4.29258,,,,United States,8/12/2020,Residential,0.618407,,
WORLD,8/12/2020,Power,39.991,,,WORLD,8/12/2020,Industry,30.0521,,,,WORLD,8/12/2020,Domestic Aviation,0.729365,,,,WORLD,8/12/2020,International Aviation,0.625759,,,,WORLD,8/12/2020,Ground Transport,17.0729,,,,WORLD,8/12/2020,Residential,4.62538,,
Brazil,8/13/2020,Power,0.146783,,,Brazil,8/13/2020,Industry,0.413846,,,,Brazil,8/13/2020,Domestic Aviation,0.0119858,,,,Brazil,8/13/2020,International Aviation,0.00333775,,,,Brazil,8/13/2020,Ground Transport,0.456449,,,,Brazil,8/13/2020,Residential,0.0984519,,
China,8/13/2020,Power,14.9909,,,China,8/13/2020,Industry,13.0049,,,,China,8/13/2020,Domestic Aviation,0.170876,,,,China,8/13/2020,International Aviation,0.0238732,,,,China,8/13/2020,Ground Transport,2.49047,,,,China,8/13/2020,Residential,1.32758,,
EU27 & UK,8/13/2020,Power,2.66592,,,EU27 & UK,8/13/2020,Industry,1.57419,,,,EU27 & UK,8/13/2020,Domestic Aviation,0.0331084,,,,EU27 & UK,8/13/2020,International Aviation,0.248122,,,,EU27 & UK,8/13/2020,Ground Transport,2.41541,,,,EU27 & UK,8/13/2020,Residential,0.58067,,
India,8/13/2020,Power,2.68754,,,India,8/13/2020,Industry,1.70369,,,,India,8/13/2020,Domestic Aviation,0.00662513,,,,India,8/13/2020,International Aviation,0.0114769,,,,India,8/13/2020,Ground Transport,0.823418,,,,India,8/13/2020,Residential,0.25703,,
ROW,8/13/2020,Power,10.1388,,,ROW,8/13/2020,Industry,9.11307,,,,ROW,8/13/2020,Domestic Aviation,0.103695,,,,ROW,8/13/2020,International Aviation,0.23546,,,,ROW,8/13/2020,Ground Transport,5.79448,,,,ROW,8/13/2020,Residential,1.4476,,
Russia,8/13/2020,Power,1.71473,,,Russia,8/13/2020,Industry,0.80629,,,,Russia,8/13/2020,Domestic Aviation,0.0511199,,,,Russia,8/13/2020,International Aviation,0.0106944,,,,Russia,8/13/2020,Ground Transport,0.675209,,,,Russia,8/13/2020,Residential,0.187131,,
United States,8/13/2020,Power,5.60807,,,United States,8/13/2020,Industry,2.66546,,,,United States,8/13/2020,Domestic Aviation,0.349015,,,,United States,8/13/2020,International Aviation,0.0984175,,,,United States,8/13/2020,Ground Transport,4.49703,,,,United States,8/13/2020,Residential,0.623109,,
WORLD,8/13/2020,Power,39.4472,,,WORLD,8/13/2020,Industry,29.8006,,,,WORLD,8/13/2020,Domestic Aviation,0.750666,,,,WORLD,8/13/2020,International Aviation,0.645628,,,,WORLD,8/13/2020,Ground Transport,17.5799,,,,WORLD,8/13/2020,Residential,4.63494,,
Brazil,8/14/2020,Power,0.1442,,,Brazil,8/14/2020,Industry,0.406563,,,,Brazil,8/14/2020,Domestic Aviation,0.0140618,,,,Brazil,8/14/2020,International Aviation,0.00499071,,,,Brazil,8/14/2020,Ground Transport,0.464706,,,,Brazil,8/14/2020,Residential,0.0984519,,
China,8/14/2020,Power,15.1675,,,China,8/14/2020,Industry,13.158,,,,China,8/14/2020,Domestic Aviation,0.179987,,,,China,8/14/2020,International Aviation,0.0246656,,,,China,8/14/2020,Ground Transport,2.55006,,,,China,8/14/2020,Residential,1.33519,,
EU27 & UK,8/14/2020,Power,2.61504,,,EU27 & UK,8/14/2020,Industry,1.54415,,,,EU27 & UK,8/14/2020,Domestic Aviation,0.0357935,,,,EU27 & UK,8/14/2020,International Aviation,0.271351,,,,EU27 & UK,8/14/2020,Ground Transport,2.41194,,,,EU27 & UK,8/14/2020,Residential,0.584603,,
India,8/14/2020,Power,2.68754,,,India,8/14/2020,Industry,1.70369,,,,India,8/14/2020,Domestic Aviation,0.00749249,,,,India,8/14/2020,International Aviation,0.0111505,,,,India,8/14/2020,Ground Transport,0.839497,,,,India,8/14/2020,Residential,0.256717,,
ROW,8/14/2020,Power,10.3906,,,ROW,8/14/2020,Industry,9.19816,,,,ROW,8/14/2020,Domestic Aviation,0.106491,,,,ROW,8/14/2020,International Aviation,0.250665,,,,ROW,8/14/2020,Ground Transport,5.48984,,,,ROW,8/14/2020,Residential,1.43428,,
Russia,8/14/2020,Power,1.68891,,,Russia,8/14/2020,Industry,0.794151,,,,Russia,8/14/2020,Domestic Aviation,0.0554266,,,,Russia,8/14/2020,International Aviation,0.0128461,,,,Russia,8/14/2020,Ground Transport,0.681316,,,,Russia,8/14/2020,Residential,0.194732,,
United States,8/14/2020,Power,5.6667,,,United States,8/14/2020,Industry,2.69677,,,,United States,8/14/2020,Domestic Aviation,0.355995,,,,United States,8/14/2020,International Aviation,0.09597,,,,United States,8/14/2020,Ground Transport,4.79448,,,,United States,8/14/2020,Residential,0.610552,,
WORLD,8/14/2020,Power,39.8219,,,WORLD,8/14/2020,Industry,30.0092,,,,WORLD,8/14/2020,Domestic Aviation,0.779102,,,,WORLD,8/14/2020,International Aviation,0.686121,,,,WORLD,8/14/2020,Ground Transport,17.6465,,,,WORLD,8/14/2020,Residential,4.62839,,
Brazil,8/15/2020,Power,0.133473,,,Brazil,8/15/2020,Industry,0.376317,,,,Brazil,8/15/2020,Domestic Aviation,0.00896562,,,,Brazil,8/15/2020,International Aviation,0.00417576,,,,Brazil,8/15/2020,Ground Transport,0.391185,,,,Brazil,8/15/2020,Residential,0.0984519,,
China,8/15/2020,Power,15.0105,,,China,8/15/2020,Industry,13.0219,,,,China,8/15/2020,Domestic Aviation,0.175176,,,,China,8/15/2020,International Aviation,0.0250341,,,,China,8/15/2020,Ground Transport,2.36928,,,,China,8/15/2020,Residential,1.33164,,
EU27 & UK,8/15/2020,Power,2.08133,,,EU27 & UK,8/15/2020,Industry,1.229,,,,EU27 & UK,8/15/2020,Domestic Aviation,0.0329301,,,,EU27 & UK,8/15/2020,International Aviation,0.288929,,,,EU27 & UK,8/15/2020,Ground Transport,1.98707,,,,EU27 & UK,8/15/2020,Residential,0.592435,,
India,8/15/2020,Power,2.65238,,,India,8/15/2020,Industry,1.6814,,,,India,8/15/2020,Domestic Aviation,0.00662242,,,,India,8/15/2020,International Aviation,0.0111909,,,,India,8/15/2020,Ground Transport,0.514584,,,,India,8/15/2020,Residential,0.256833,,
ROW,8/15/2020,Power,9.83294,,,ROW,8/15/2020,Industry,9.07708,,,,ROW,8/15/2020,Domestic Aviation,0.0874567,,,,ROW,8/15/2020,International Aviation,0.259826,,,,ROW,8/15/2020,Ground Transport,4.79221,,,,ROW,8/15/2020,Residential,1.41452,,
Russia,8/15/2020,Power,1.64031,,,Russia,8/15/2020,Industry,0.771297,,,,Russia,8/15/2020,Domestic Aviation,0.0553759,,,,Russia,8/15/2020,International Aviation,0.0136919,,,,Russia,8/15/2020,Ground Transport,0.564418,,,,Russia,8/15/2020,Residential,0.184741,,
United States,8/15/2020,Power,5.41333,,,United States,8/15/2020,Industry,2.6562,,,,United States,8/15/2020,Domestic Aviation,0.317704,,,,United States,8/15/2020,International Aviation,0.0982161,,,,United States,8/15/2020,Ground Transport,4.37778,,,,United States,8/15/2020,Residential,0.604433,,
WORLD,8/15/2020,Power,38.2312,,,WORLD,8/15/2020,Industry,29.3228,,,,WORLD,8/15/2020,Domestic Aviation,0.708783,,,,WORLD,8/15/2020,International Aviation,0.716091,,,,WORLD,8/15/2020,Ground Transport,15.3967,,,,WORLD,8/15/2020,Residential,4.59644,,
Brazil,8/16/2020,Power,0.129912,,,Brazil,8/16/2020,Industry,0.366277,,,,Brazil,8/16/2020,Domestic Aviation,0.00915688,,,,Brazil,8/16/2020,International Aviation,0.00344057,,,,Brazil,8/16/2020,Ground Transport,0.169902,,,,Brazil,8/16/2020,Residential,0.0984519,,
China,8/16/2020,Power,15.0638,,,China,8/16/2020,Industry,13.0681,,,,China,8/16/2020,Domestic Aviation,0.173127,,,,China,8/16/2020,International Aviation,0.0247665,,,,China,8/16/2020,Ground Transport,2.22142,,,,China,8/16/2020,Residential,1.33793,,
EU27 & UK,8/16/2020,Power,1.93464,,,EU27 & UK,8/16/2020,Industry,1.14238,,,,EU27 & UK,8/16/2020,Domestic Aviation,0.036091,,,,EU27 & UK,8/16/2020,International Aviation,0.289968,,,,EU27 & UK,8/16/2020,Ground Transport,1.82326,,,,EU27 & UK,8/16/2020,Residential,0.598875,,
India,8/16/2020,Power,2.61722,,,India,8/16/2020,Industry,1.65911,,,,India,8/16/2020,Domestic Aviation,0.00724101,,,,India,8/16/2020,International Aviation,0.010505,,,,India,8/16/2020,Ground Transport,0.701088,,,,India,8/16/2020,Residential,0.256159,,
ROW,8/16/2020,Power,9.61995,,,ROW,8/16/2020,Industry,8.71689,,,,ROW,8/16/2020,Domestic Aviation,0.0908253,,,,ROW,8/16/2020,International Aviation,0.245431,,,,ROW,8/16/2020,Ground Transport,4.00628,,,,ROW,8/16/2020,Residential,1.46737,,
Russia,8/16/2020,Power,1.5978,,,Russia,8/16/2020,Industry,0.75131,,,,Russia,8/16/2020,Domestic Aviation,0.0552645,,,,Russia,8/16/2020,International Aviation,0.0126028,,,,Russia,8/16/2020,Ground Transport,0.466534,,,,Russia,8/16/2020,Residential,0.156782,,
United States,8/16/2020,Power,5.11597,,,United States,8/16/2020,Industry,2.57677,,,,United States,8/16/2020,Domestic Aviation,0.30836,,,,United States,8/16/2020,International Aviation,0.0946791,,,,United States,8/16/2020,Ground Transport,4.56842,,,,United States,8/16/2020,Residential,0.602544,,
WORLD,8/16/2020,Power,37.5793,,,WORLD,8/16/2020,Industry,28.8019,,,,WORLD,8/16/2020,Domestic Aviation,0.705635,,,,WORLD,8/16/2020,International Aviation,0.694879,,,,WORLD,8/16/2020,Ground Transport,14.3172,,,,WORLD,8/16/2020,Residential,4.63138,,
Brazil,8/17/2020,Power,0.141936,,,Brazil,8/17/2020,Industry,0.400179,,,,Brazil,8/17/2020,Domestic Aviation,0.0140941,,,,Brazil,8/17/2020,International Aviation,0.00381482,,,,Brazil,8/17/2020,Ground Transport,0.446516,,,,Brazil,8/17/2020,Residential,0.0984519,,
China,8/17/2020,Power,14.6406,,,China,8/17/2020,Industry,12.7009,,,,China,8/17/2020,Domestic Aviation,0.178526,,,,China,8/17/2020,International Aviation,0.020823,,,,China,8/17/2020,Ground Transport,2.50428,,,,China,8/17/2020,Residential,1.35786,,
EU27 & UK,8/17/2020,Power,2.5486,,,EU27 & UK,8/17/2020,Industry,1.50491,,,,EU27 & UK,8/17/2020,Domestic Aviation,0.0348292,,,,EU27 & UK,8/17/2020,International Aviation,0.256045,,,,EU27 & UK,8/17/2020,Ground Transport,2.41875,,,,EU27 & UK,8/17/2020,Residential,0.60385,,
India,8/17/2020,Power,2.75388,,,India,8/17/2020,Industry,1.74575,,,,India,8/17/2020,Domestic Aviation,0.00744407,,,,India,8/17/2020,International Aviation,0.0088254,,,,India,8/17/2020,Ground Transport,0.847466,,,,India,8/17/2020,Residential,0.256107,,
ROW,8/17/2020,Power,10.1362,,,ROW,8/17/2020,Industry,9.31791,,,,ROW,8/17/2020,Domestic Aviation,0.103044,,,,ROW,8/17/2020,International Aviation,0.220341,,,,ROW,8/17/2020,Ground Transport,5.17453,,,,ROW,8/17/2020,Residential,1.44852,,
Russia,8/17/2020,Power,1.70714,,,Russia,8/17/2020,Industry,0.802723,,,,Russia,8/17/2020,Domestic Aviation,0.0551279,,,,Russia,8/17/2020,International Aviation,0.0116663,,,,Russia,8/17/2020,Ground Transport,0.683679,,,,Russia,8/17/2020,Residential,0.159778,,
United States,8/17/2020,Power,5.39373,,,United States,8/17/2020,Industry,2.63277,,,,United States,8/17/2020,Domestic Aviation,0.309301,,,,United States,8/17/2020,International Aviation,0.0999092,,,,United States,8/17/2020,Ground Transport,4.65524,,,,United States,8/17/2020,Residential,0.603877,,
WORLD,8/17/2020,Power,39.1372,,,WORLD,8/17/2020,Industry,29.7358,,,,WORLD,8/17/2020,Domestic Aviation,0.726181,,,,WORLD,8/17/2020,International Aviation,0.632998,,,,WORLD,8/17/2020,Ground Transport,17.2098,,,,WORLD,8/17/2020,Residential,4.64171,,
Brazil,8/18/2020,Power,0.155577,,,Brazil,8/18/2020,Industry,0.438638,,,,Brazil,8/18/2020,Domestic Aviation,0.0129949,,,,Brazil,8/18/2020,International Aviation,0.00345805,,,,Brazil,8/18/2020,Ground Transport,0.4555,,,,Brazil,8/18/2020,Residential,0.0984519,,
China,8/18/2020,Power,14.8059,,,China,8/18/2020,Industry,12.8444,,,,China,8/18/2020,Domestic Aviation,0.175324,,,,China,8/18/2020,International Aviation,0.0213867,,,,China,8/18/2020,Ground Transport,2.51481,,,,China,8/18/2020,Residential,1.36171,,
EU27 & UK,8/18/2020,Power,2.64915,,,EU27 & UK,8/18/2020,Industry,1.56429,,,,EU27 & UK,8/18/2020,Domestic Aviation,0.0304814,,,,EU27 & UK,8/18/2020,International Aviation,0.234628,,,,EU27 & UK,8/18/2020,Ground Transport,2.41725,,,,EU27 & UK,8/18/2020,Residential,0.593573,,
India,8/18/2020,Power,2.89055,,,India,8/18/2020,Industry,1.83238,,,,India,8/18/2020,Domestic Aviation,0.00694272,,,,India,8/18/2020,International Aviation,0.00922801,,,,India,8/18/2020,Ground Transport,0.836368,,,,India,8/18/2020,Residential,0.257026,,
ROW,8/18/2020,Power,10.4225,,,ROW,8/18/2020,Industry,9.25038,,,,ROW,8/18/2020,Domestic Aviation,0.101269,,,,ROW,8/18/2020,International Aviation,0.219865,,,,ROW,8/18/2020,Ground Transport,5.69539,,,,ROW,8/18/2020,Residential,1.45139,,
Russia,8/18/2020,Power,1.70199,,,Russia,8/18/2020,Industry,0.8003,,,,Russia,8/18/2020,Domestic Aviation,0.0554175,,,,Russia,8/18/2020,International Aviation,0.011792,,,,Russia,8/18/2020,Ground Transport,0.683075,,,,Russia,8/18/2020,Residential,0.182328,,
United States,8/18/2020,Power,5.43781,,,United States,8/18/2020,Industry,2.64843,,,,United States,8/18/2020,Domestic Aviation,0.320518,,,,United States,8/18/2020,International Aviation,0.0855851,,,,United States,8/18/2020,Ground Transport,4.66328,,,,United States,8/18/2020,Residential,0.605486,,
WORLD,8/18/2020,Power,39.942,,,WORLD,8/18/2020,Industry,30.0314,,,,WORLD,8/18/2020,Domestic Aviation,0.722959,,,,WORLD,8/18/2020,International Aviation,0.600058,,,,WORLD,8/18/2020,Ground Transport,17.7552,,,,WORLD,8/18/2020,Residential,4.66323,,
Brazil,8/19/2020,Power,0.15347,,,Brazil,8/19/2020,Industry,0.432698,,,,Brazil,8/19/2020,Domestic Aviation,0.0133258,,,,Brazil,8/19/2020,International Aviation,0.00458698,,,,Brazil,8/19/2020,Ground Transport,0.456014,,,,Brazil,8/19/2020,Residential,0.0984519,,
China,8/19/2020,Power,14.7751,,,China,8/19/2020,Industry,12.8176,,,,China,8/19/2020,Domestic Aviation,0.170049,,,,China,8/19/2020,International Aviation,0.0269298,,,,China,8/19/2020,Ground Transport,2.48022,,,,China,8/19/2020,Residential,1.35422,,
EU27 & UK,8/19/2020,Power,2.52252,,,EU27 & UK,8/19/2020,Industry,1.48951,,,,EU27 & UK,8/19/2020,Domestic Aviation,0.0319244,,,,EU27 & UK,8/19/2020,International Aviation,0.240271,,,,EU27 & UK,8/19/2020,Ground Transport,2.41168,,,,EU27 & UK,8/19/2020,Residential,0.589511,,
India,8/19/2020,Power,2.75331,,,India,8/19/2020,Industry,1.74538,,,,India,8/19/2020,Domestic Aviation,0.00767092,,,,India,8/19/2020,International Aviation,0.0113076,,,,India,8/19/2020,Ground Transport,0.839588,,,,India,8/19/2020,Residential,0.259756,,
ROW,8/19/2020,Power,10.4728,,,ROW,8/19/2020,Industry,9.36183,,,,ROW,8/19/2020,Domestic Aviation,0.104627,,,,ROW,8/19/2020,International Aviation,0.234734,,,,ROW,8/19/2020,Ground Transport,5.76231,,,,ROW,8/19/2020,Residential,1.55174,,
Russia,8/19/2020,Power,1.72792,,,Russia,8/19/2020,Industry,0.812495,,,,Russia,8/19/2020,Domestic Aviation,0.0525752,,,,Russia,8/19/2020,International Aviation,0.0113894,,,,Russia,8/19/2020,Ground Transport,0.679395,,,,Russia,8/19/2020,Residential,0.190068,,
United States,8/19/2020,Power,5.1732,,,United States,8/19/2020,Industry,2.57691,,,,United States,8/19/2020,Domestic Aviation,0.323928,,,,United States,8/19/2020,International Aviation,0.085626,,,,United States,8/19/2020,Ground Transport,4.70075,,,,United States,8/19/2020,Residential,0.610334,,
WORLD,8/19/2020,Power,39.4166,,,WORLD,8/19/2020,Industry,29.8751,,,,WORLD,8/19/2020,Domestic Aviation,0.723299,,,,WORLD,8/19/2020,International Aviation,0.631236,,,,WORLD,8/19/2020,Ground Transport,17.8154,,,,WORLD,8/19/2020,Residential,4.76734,,
Brazil,8/20/2020,Power,0.156777,,,Brazil,8/20/2020,Industry,0.442022,,,,Brazil,8/20/2020,Domestic Aviation,0.0133434,,,,Brazil,8/20/2020,International Aviation,0.00491127,,,,Brazil,8/20/2020,Ground Transport,0.465162,,,,Brazil,8/20/2020,Residential,0.0984519,,
China,8/20/2020,Power,14.6602,,,China,8/20/2020,Industry,12.718,,,,China,8/20/2020,Domestic Aviation,0.183559,,,,China,8/20/2020,International Aviation,0.024004,,,,China,8/20/2020,Ground Transport,2.49602,,,,China,8/20/2020,Residential,1.34191,,
EU27 & UK,8/20/2020,Power,2.37345,,,EU27 & UK,8/20/2020,Industry,1.40149,,,,EU27 & UK,8/20/2020,Domestic Aviation,0.0343364,,,,EU27 & UK,8/20/2020,International Aviation,0.248528,,,,EU27 & UK,8/20/2020,Ground Transport,2.41979,,,,EU27 & UK,8/20/2020,Residential,0.575706,,
India,8/20/2020,Power,2.69127,,,India,8/20/2020,Industry,1.70606,,,,India,8/20/2020,Domestic Aviation,0.00650438,,,,India,8/20/2020,International Aviation,0.0124945,,,,India,8/20/2020,Ground Transport,0.836608,,,,India,8/20/2020,Residential,0.263555,,
ROW,8/20/2020,Power,10.4806,,,ROW,8/20/2020,Industry,9.11287,,,,ROW,8/20/2020,Domestic Aviation,0.1074,,,,ROW,8/20/2020,International Aviation,0.243174,,,,ROW,8/20/2020,Ground Transport,5.15096,,,,ROW,8/20/2020,Residential,1.57537,,
Russia,8/20/2020,Power,1.73174,,,Russia,8/20/2020,Industry,0.814288,,,,Russia,8/20/2020,Domestic Aviation,0.0527837,,,,Russia,8/20/2020,International Aviation,0.0125188,,,,Russia,8/20/2020,Ground Transport,0.68168,,,,Russia,8/20/2020,Residential,0.183387,,
United States,8/20/2020,Power,5.02877,,,United States,8/20/2020,Industry,2.53513,,,,United States,8/20/2020,Domestic Aviation,0.347102,,,,United States,8/20/2020,International Aviation,0.0997474,,,,United States,8/20/2020,Ground Transport,4.77381,,,,United States,8/20/2020,Residential,0.611631,,
